ItemType,ItemName,BrushID,Icon,IconSrc,DisplayName,Value,Rarity,Capacity,MaxStackSize,LootGenMin,LootGenMax
InventoryDefinition_LoreItem,ID_Lore_Rare_Note10,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Crises of Faith,159,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note09,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Reflections on Riflemen,162,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note08,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Grotesquerie - Bloat,188,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note07,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Waterlogged Note,151,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note06_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Musings Of A Weaponsmith,111,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note05_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Examinations of the Shambler,191,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note04_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Concerning Father Marais,144,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note03_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,A Piece of Paris,183,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note02_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,A Soldier's Goodbye,154,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_Note01,Lore.Epic,T_UI_Lore_Epic,Smart Brush,A Successful Defence,124,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Rare_FrancoisDiary,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Filthy François' Secret Diary,111,Rarity.Rare,,,,
InventoryDefinition_LoreItem,ID_Lore_Legendary_Note02,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Erosion of Conscience,2111,Rarity.Legendary,,,,
InventoryDefinition_LoreItem,ID_Lore_Legendary_Note01,Lore.Epic,T_UI_Lore_Epic,Smart Brush,An Almanac of the World After the End,2111,Rarity.Legendary,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note15,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Valon Marsh,512,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note14,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Treaty,512,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note13,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Fargot's Hiding Place,4185,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note12,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Bacterium Takes Hold,7412,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note11,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Origins and Spread of the Bacterium,5955,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note10,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Green Ghost,9151,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note09_JacquesBridgeTowerArmoury,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Recovered Note - Jacques Bridge Tower Armoury,8884,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note08_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,My Dearest Marion,3184,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note07_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Marion's Final Note,6495,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note06_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Pitchskin,7439,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note05_U,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Experiment Eighteen,5781,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note04,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Erosion of Conscience,6233,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note03,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Rider's Dispatch Number 46,5128,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note02,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Bergerac Letter,4444,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Epic_Note01,Lore.Epic,T_UI_Lore_Epic,Smart Brush,The Lefèvre Findings,6751,Rarity.Epic,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_ReynauldBP07EtienneLogbook_Note1,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Etienne's Logbook,26,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_ReynauldBP06Decree_Note1,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Decree of Condemnation and Confiscation,26,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_ReynauldBP06AmbroseDiary_Note2,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Ambrose's Diary,35,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_ReynauldBP04EtiennesLastNote_Note1,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Etienne’s Last Words,26,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_ReynauldBP03DispatchRider_Note1,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Report of the Voltigeur,26,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note15,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Dear Mr Prosper,31,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note14,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Fondling Bulbs,25,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note13,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Gathering Garlic,23,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note12,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Lavender For Elodie,18,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note11,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Growth of Burlap on the Marette River,28,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note10,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Lead Discovered Near Jacques Bridge,26,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note09,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Copper in the Sombre Forest Region,27,Rarity.Uncommon,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note08,Lore.Epic,T_UI_Lore_Epic,Smart Brush,A Miner’s Guide to Lead: Sombre Forest,25,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note07,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Ducrocq’s Folly,32,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note06,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Packing List,8,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note05,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Farmhands Wanted,9,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note04,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Cutter's Note,13,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note03,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Ode to Broussard,17,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note02,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Recipe for Cider,28,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Note01,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Recipe for Sweetbreads,22,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Marion_Note2,Lore.Epic,T_UI_Lore_Epic,Smart Brush,Going For Help,22,,,,,
InventoryDefinition_LoreItem,ID_Lore_Common_Marion_Note1,Lore.Epic,T_UI_Lore_Epic,Smart Brush,For Louis,15,,,,,
InventoryDefinition_Key,ID_Key_U_Undercroft,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,Undercroft Key,8335,Rarity.Epic,,,,
InventoryDefinition_Key,ID_Key_U_ThePit,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,The Pit Key,8152,Rarity.Epic,,,,
InventoryDefinition_Key,ID_Key_U_JacquesKey,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,Bloodroom Key,10199,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_U_JacquesFolly,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,Jacques Folly Key,8212,Rarity.Epic,,,,
InventoryDefinition_Key,ID_Key_U_FerrousKey,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,Fury’s Gate Key,10208,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_U_CellarChevalierRemise,Key.Unique.Bronze,T_UI_Item_Key_Unique_Bronze,Smart Brush,Cellar Key of Chevalier's Remise,18,Rarity.Uncommon,,,,
InventoryDefinition_Key,ID_Key_U_Bloodbox,Key.Bloodbox,T_UI_Item_Key_Unique_Bloodbox,Smart Brush,Bloodbox Key,8335,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_U_BishopsCrypt,Key.BishopsCrypt,T_UI_Item_Key_Unique_BishopsCrypt,Smart Brush,Bishop's Crypt Key,8335,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_U_AmbrosesTithe,Key.AmbrosesTithe,T_UI_Item_Key_Unique_AmbrosesTithe,Smart Brush,Ambrose’s Tithe Key,8335,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_U_AbbottKey,Key.Unique.Gold,T_UI_Item_Key_Unique_Gold,Smart Brush,Abbot's Cloister Key,10251,Rarity.Legendary,,,,
InventoryDefinition_Key,ID_Key_Silver,Key.Silver,T_UI_Item_Key_Silver,Smart Brush,Silver Key,1260,Rarity.Rare,,5,,
InventoryDefinition_Key,ID_Key_Gold,Key.Gold,T_UI_Item_Key_Gold,Smart Brush,Gold Key,2560,Rarity.Epic,,5,,
InventoryDefinition_Key,ID_Key_Bronze,Key.Bronze,T_UI_Item_Key_Bronze,Smart Brush,Bronze Key,460,Rarity.Uncommon,,5,,
InventoryDefinition_Equipment,ID_Weapon_Shield02,,,,Dagger,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Shield01,,,,Dagger,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_Smoke,Weapon.Name.Throw.Grenade.Smoke,T_UI_Item_GrenadeSmoke,Smart Brush,Smoke Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_Poison,Weapon.Name.Throw.Grenade.Poison,T_UI_Item_GrenadePoison,Smart Brush,Noxious Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_Magnesium,Weapon.Name.Throw.Grenade.HE,T_UI_Item_GrenadeCeramic,Smart Brush,Magnesium Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_HE,Weapon.Name.Throw.Grenade.HE,T_UI_Item_GrenadeCeramic,Smart Brush,Ceramic Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_Glass,Weapon.Name.Throw.Grenade.Glass,T_UI_Item_GrenadeGlass,Smart Brush,Glass Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weapon_Grenade_Fire,Weapon.Name.Throw.Grenade.Fire,T_UI_Item_GrenadeFire,Smart Brush,Incendie Grenade,,,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Uncommon01,Weapon.Name.Melee.Longsword,T_UI_Item_Longsword,Smart Brush,Longsword,525,Rarity.Uncommon,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Rare02,Weapon.Name.Melee.WarAxe,T_UI_Item_WarAxe,Smart Brush,War Axe,1000,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Rare01,Weapon.Name.Melee.Spear,T_UI_Item_Spear,Smart Brush,Spear,920,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Legendary02,Weapon.Name.Melee.Zweihaender,T_UI_Item_Zweihaender,Smart Brush,Zweihander,38000,Rarity.Legendary,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Legendary01,,,,Duelling Katars,,Rarity.Legendary,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Epic02,Weapon.Name.Melee.Halberd,T_UI_Item_Halberd,Smart Brush,Halberd,4800,Rarity.Epic,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Epic01,,,,Kapitel,,Rarity.Epic,,,,
InventoryDefinition_Equipment,ID_Weap_2HMelee_Common01,Weapon.Name.Melee.Club,T_UI_Item_Club,Smart Brush,Club,248,,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Uncommon02,Weapon.Name.Melee.Mace,T_UI_Item_Mace,Smart Brush,Mace,324,Rarity.Uncommon,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Uncommon01,Weapon.Name.Melee.Shortsword,T_UI_Item_ShortSword,Smart Brush,Short Sword,296,Rarity.Uncommon,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Rare04,,,,Flintlock Mace,,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Rare03,,,,Morning Star,685,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Rare02,Weapon.Name.Melee.Axe,T_UI_Item_Axe,Smart Brush,Axe,650,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Rare01,Weapon.Name.Melee.Rapier,T_UI_Item_Rapier,Smart Brush,Rapier,600,Rarity.Rare,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Legendary02,,,,Katar,24000,Rarity.Legendary,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Legendary01,Weapon.Name.Melee.BarkingIron,T_UI_Item_BarkingIron,Smart Brush,Barking Iron,33250,Rarity.Legendary,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Epic03,,,,Sceptre,,Rarity.Epic,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Epic02,,,,Flintlock Axe,,Rarity.Epic,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Epic01,Weapon.Name.Melee.Saber,T_UI_Item_Saber,Smart Brush,Sabre,3800,Rarity.Epic,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Common02,Weapon.Name.Melee.Pricker,T_UI_Item_Pricker,Smart Brush,Pricker,1,,,,,
InventoryDefinition_Equipment,ID_Weap_1HMelee_Common01,Weapon.Name.Melee.Dagger,T_UI_Item_Dagger,Smart Brush,Dagger,94,,,,,
InventoryDefinition_Equipment,ID_Med_Antidote_Medium,Antidote.Medium,T_UI_Item_MediumAntidote,Smart Brush,Robust Antidote,690,Rarity.Rare,,5,,
InventoryDefinition_Equipment,ID_Med_Antidote_Light,Antidote.Light,T_UI_Item_WeakAntidote,Smart Brush,Weak Antidote,178,Rarity.Uncommon,,5,,
InventoryDefinition_Equipment,ID_Med_Antidote_Heavy,Antidote.Heavy,T_UI_Item_HeavyAntidote,Smart Brush,Mother’s Blood,4100,Rarity.Epic,,5,,
InventoryDefinition_DataItem,ID_Uncommon_WalnutHusk,Resource.WalnutHusk,T_UI_Item_WalnutHusk,Smart Brush,Walnut Husk,57,Rarity.Uncommon,,10,,7
InventoryDefinition_DataItem,ID_Uncommon_VotiveCandle,Resource.VotiveCandle,T_UI_Item_VotiveCandle,Smart Brush,Votive Candle,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_ToyDoll,Resource.ToyDoll,T_UI_Item_ToyDoll,Smart Brush,Toy Doll,172,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_TitheLedgerofProvisions,Resource.TitheLedger,T_UI_Item_TitheLedger,Smart Brush,"Natural History, General and Particular - Buffon",1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_TentPeg,Resource.TentPeg,T_UI_Item_TentPeg,Smart Brush,Tent Peg,38,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_TarnishedSpoon,Resource.TarnishedSpoon,T_UI_Item_TarnishedSpoon,Smart Brush,Tarnished Spoon,33,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_TannedHide,Resource.TannedHide,T_UI_Item_TannedHide,Smart Brush,Tanned Hide,26,Rarity.Uncommon,,5,,5
InventoryDefinition_DataItem,ID_Uncommon_SturdyAxeHandle,Resource.SturdyAxeHandle,T_UI_Item_SturdyAxeHandle,Smart Brush,Sturdy Axe Handle,48,Rarity.Rare,,5,,3
InventoryDefinition_DataItem,ID_Uncommon_SilverCandleHolder,Resource.CandleHandle,T_UI_Item_CandleHandle,Smart Brush,Silver Candleholder,30,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_SawmillReport,Resource.SawmillReport,T_UI_Item_SawmillReport,Smart Brush,Course in Civil Architecture - Rondelet,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_RustySear,Resource.RustySear,T_UI_Item_RustySear,Smart Brush,Rusty Sear,213,Rarity.Uncommon,,20,,
InventoryDefinition_DataItem,ID_Uncommon_Rottenstone,Resource.Rottenstone,T_UI_Item_Rottenstone,Smart Brush,Rottenstone,49,Rarity.Uncommon,,10,,5
InventoryDefinition_DataItem,ID_Uncommon_ReinforcedGarter,Resource.ReinforcedGarter,T_UI_Item_ReinforcedGarter,Smart Brush,Reinforced Garter,16,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_RedRibbon,Resource.RedRibbon,T_UI_Item_RedRibbon,Smart Brush,Red Ribbon,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_RedOchre,Resource.RedOchre,T_UI_Item_RedOchre,Smart Brush,Red Ochre,110,Rarity.Uncommon,,20,,3
InventoryDefinition_DataItem,ID_Uncommon_RamsHorn,Resource.RamsHorn,T_UI_Item_RamsHorn,Smart Brush,Ram’s Horn,71,Rarity.Uncommon,,10,,2
InventoryDefinition_DataItem,ID_Uncommon_QuarantineDiary,Resource.MortuaryRecord,T_UI_Item_MortuaryRecord,Smart Brush,Codex Medicamentarius,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_PreservedHand,Resource.PreservedHand,T_UI_Item_PreservedHand,Smart Brush,Preserved Hand,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_PreciousBox,Resource.PreciousBox,T_UI_Item_PreciousBox,Smart Brush,Precious Box,141,Rarity.Uncommon,,3,,
InventoryDefinition_DataItem,ID_Uncommon_PowderTin,Resource.PowderTin,T_UI_Item_PowderTin,Smart Brush,Powder Tin,42,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_Pitch,Resource.Pitch,T_UI_Item_Pitch,Smart Brush,Pitch,60,Rarity.Uncommon,,10,,7
InventoryDefinition_DataItem,ID_Uncommon_PirosLens,Resource.PirosLens,T_UI_Item_PirosLens,Smart Brush,Piro's Lens,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_PineRosin,Resource.PineRosin,T_UI_Item_PineRosin,Smart Brush,Pine Rosin,53,Rarity.Uncommon,,20,,5
InventoryDefinition_DataItem,ID_Uncommon_Pewterhead,Resource.Pewterhead,T_UI_Item_Pewterhead,Smart Brush,Pewterhead,58,Rarity.Uncommon,,5,,3
InventoryDefinition_DataItem,ID_Uncommon_PewterBowl,Resource.Pewter.Bowl,T_UI_Item_PewterBowl,Smart Brush,Pewter Bowl,22,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_MothersLocket,Resource.LouisMothersLocket,T_UI_Item_LouisMothersLocket,Smart Brush,Louis' Mother's Locket,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_MortuaryRecord,Resource.MortuaryRecord,T_UI_Item_MortuaryRecord,Smart Brush,Codex Medicamentarius,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_MadderRoot,Resource.MadderRoot,T_UI_Item_MadderRoot,Smart Brush,Madder Root,71,Rarity.Uncommon,,10,,4
InventoryDefinition_DataItem,ID_Uncommon_M03WaterSample,Resource.M03WaterSample,T_UI_Item_PiroWaterSample,Smart Brush,Sombre Forest Spring Sample,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_M02WaterSample,Resource.M02WaterSample,T_UI_Item_PiroWaterSample,Smart Brush,Jacques Bridge Spring Sample,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_M01WaterSample,Resource.M01WaterSample,T_UI_Item_PiroWaterSample,Smart Brush,Sarlat Farm Spring Sample,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_LyeCrumble,Resource.LyeCrumble,T_UI_Item_LyeCrumble,Smart Brush,Lye Crumble,67,Rarity.Uncommon,,10,,6
InventoryDefinition_DataItem,ID_Uncommon_LouisFathersRing,Resource.LouisFathersRing,T_UI_Item_LouisFathersRing,Smart Brush,Family Ring,1,Rarity.Uncommon,,1,,
InventoryDefinition_DataItem,ID_Uncommon_LodestoneSlag,Resource.LodestoneSlag,T_UI_Item_LodestoneSlag,Smart Brush,Lodestone Slag,38,Rarity.Uncommon,,10,,7
InventoryDefinition_DataItem,ID_Uncommon_LinseedOil,Resource.LinseedOil,T_UI_Item_LinseedOil,Smart Brush,Linseed Oil,33,Rarity.Uncommon,,10,,7
InventoryDefinition_DataItem,ID_Uncommon_Linen,Resource.Linen,T_UI_Item_Linen,Smart Brush,Linen,14,Rarity.Uncommon,,10,2,7
InventoryDefinition_DataItem,ID_Uncommon_LimeSlag,Resource.LimeSlag,T_UI_Item_LimeSlag,Smart Brush,Lime Slag,72,Rarity.Uncommon,,10,,5
InventoryDefinition_DataItem,ID_Uncommon_LeatherBoots,Inventory.Leather.Boots,T_UI_Item_LeatherBoots,Smart Brush,Marching Boots,22,Rarity.Uncommon,,3,,
InventoryDefinition_DataItem,ID_Uncommon_Lambgut,Resource.Lambgut,T_UI_Item_Lambgut,Smart Brush,Lambgut,63,Rarity.Uncommon,,20,,4
InventoryDefinition_DataItem,ID_Uncommon_IronFile,Resource.IronFile,T_UI_Item_IronFile,Smart Brush,Iron File,61,Rarity.Uncommon,,5,,
InventoryDefinition_DataItem,ID_Uncommon_IntactLeatherGasket,Resource.IntactLeatherGasket,T_UI_Item_IntactLeatherGasket,Smart Brush,Intact Leather Gasket,48,Rarity.Uncommon,,5,,5
