TableName,Weight,WeightSum,WeightPercent,ObjectName
LIT_VolantRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Rec_Weap_Volant
LIT_VolantRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_Valuables_01,40.0,140.0,28.5714,ID_Money_Copper
LIT_Valuables_01,40.0,140.0,28.5714,ID_Key_Bronze
LIT_Valuables_01,20.0,140.0,14.2857,ID_Money_Silver
LIT_Valuables_01,20.0,140.0,14.2857,ID_Key_Silver
LIT_Valuables_01,10.0,140.0,7.1429,ID_Money_Gold
LIT_Valuables_01,10.0,140.0,7.1429,ID_Key_Gold
LIT_ValuablesBox_01a,25.0,161.7000000104308,15.4607,ID_Uncommon_TarnishedSpoon
LIT_ValuablesBox_01a,25.0,161.7000000104308,15.4607,ID_Uncommon_RedOchre
LIT_ValuablesBox_01a,25.0,161.7000000104308,15.4607,ID_Uncommon_PreciousBox
LIT_ValuablesBox_01a,25.0,161.7000000104308,15.4607,ID_Uncommon_PowderTin
LIT_ValuablesBox_01a,25.0,161.7000000104308,15.4607,ID_Uncommon_DankTobacco
LIT_ValuablesBox_01a,5.0,161.7000000104308,3.0921,ID_Rare_Smokesilver
LIT_ValuablesBox_01a,5.0,161.7000000104308,3.0921,ID_Rare_ShinyBuckle
LIT_ValuablesBox_01a,5.0,161.7000000104308,3.0921,ID_Rare_RefinedTobacco
LIT_ValuablesBox_01a,5.0,161.7000000104308,3.0921,ID_Rare_NacreButton
LIT_ValuablesBox_01a,5.0,161.7000000104308,3.0921,ID_Rare_DelicateChain
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_WhitePearl
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_UncutGems
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_UncutDiamonds
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Tortoiseshell
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Serpentstone
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_RosaryBeads
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Pinchbeck
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Gunblue
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Bloodstone
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_Baleen
LIT_ValuablesBox_01a,1.0,161.7000000104308,0.6184,ID_Epic_AmberPearl
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_Topaz
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_PolluxCameo
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_Isinglass
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_GoldLeaf
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_FlawlessDiamond
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_CastorCameo
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_BloodOfThePenitent
LIT_Uncommon_Weap_Rifles,100.0,200.0,50.0000,ID_Weap_Rifle_Uncommon02
LIT_Uncommon_Weap_Rifles,100.0,200.0,50.0000,ID_Weap_Rifle_Uncommon01
LIT_Uncommon_Weap_Pistols,100.0,100.0,100.0000,ID_Weap_Pistol_Uncommon01
LIT_TricolourStandard_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_TricolourStandard_Loose,20.0,100.0,20.0000,ID_Rec_C_Louisville_Uncommon01
LIT_TricolourStandard_Loose,10.0,100.0,10.0000,ID_Money_Silver
LIT_TreatyWorkhorse_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_TreatyWorkhorse_Loose,15.0,100.0,15.0000,ID_Rec_C_BrownBetty_Uncommon07
LIT_TreatyWorkhorse_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_Tools_Uncommon,100.0,150.0,66.6667,ID_ArmorPatch_Uncommon
LIT_Tools_Uncommon,50.0,150.0,33.3333,ID_Tools_Uncommon_Repair01
LIT_Tools_Rare,100.0,150.0,66.6667,ID_ArmorPatch_Rare
LIT_Tools_Rare,50.0,150.0,33.3333,ID_Tools_Rare_Repair01
LIT_Tools_Legendary,100.0,150.0,66.6667,ID_ArmorPatch_Legendary
LIT_Tools_Legendary,50.0,150.0,33.3333,ID_Tools_Legendary_Repair01
LIT_Tools_Epic,100.0,150.0,66.6667,ID_ArmorPatch_Epic
LIT_Tools_Epic,50.0,150.0,33.3333,ID_Tools_Epic_Repair01
LIT_Tools_Common,100.0,150.0,66.6667,ID_ArmorPatch_Common
LIT_Tools_Common,50.0,150.0,33.3333,ID_Tools_Common_Repair01
LIT_Tools_All,40.0,75.20000000298023,53.1915,ID_Tools_Common_Repair01
LIT_Tools_All,20.0,75.20000000298023,26.5957,ID_Tools_Uncommon_Repair01
LIT_Tools_All,10.0,75.20000000298023,13.2979,ID_Tools_Rare_Repair01
LIT_Tools_All,5.0,75.20000000298023,6.6489,ID_Tools_Epic_Repair01
LIT_Tools_All,0.2,75.20000000298023,0.2660,ID_Tools_Legendary_Repair01
LIT_ToolingBin,100.0,895.5,11.1669,ID_Rare_SinewString
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_Whetstone
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_SpindlePulley
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_Saltpetre
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_PineOil
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_OldHorsehairBrush
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_CoalTar
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_ChippedFlint
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_Pitch
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_Pewterhead
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_IntactLeatherGasket
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_PumiceStone
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_Pickaxe
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_IronHoldfast
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_OreSilver
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_HollandThread
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_Gunblue
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_FineFile
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_Ebony
LIT_ToolingBin,0.5,895.5,0.0558,ID_Epic_SilverBar
LIT_TongsRecipe_Common_Loose,80.0,100.0,80.0000,ID_Money_Copper
LIT_TongsRecipe_Common_Loose,20.0,100.0,20.0000,ID_Rec_RepairTong_Common01
LIT_Tenebris_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_Tenebris_Loose,15.0,100.0,15.0000,ID_Rec_C_Dagger_Uncommon02
LIT_Tenebris_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_TEST,100.0,540.0,18.5185,ID_Rare_Mortar
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Head_Legendary01
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Chest_Uncommon01
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Chest_Epic01
LIT_TEST,100.0,540.0,18.5185,ID_Ammunition_01_Crude
LIT_TEST,40.0,540.0,7.4074,ID_Rec_Weap_Lasher
LIT_SweetRumRecipe_Uncommon_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_SweetRumRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Rec_Rum_Uncommon01
LIT_SweetRumRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_Stove,200.0,581.0,34.4234,ID_Uncommon_Charcoal
LIT_Stove,100.0,581.0,17.2117,ID_Uncommon_Rottenstone
LIT_Stove,100.0,581.0,17.2117,ID_Common_AshSolution
LIT_Stove,75.0,581.0,12.9088,ID_Common_Sootblack
LIT_Stove,75.0,581.0,12.9088,ID_Common_BoneChar
LIT_Stove,25.0,581.0,4.3029,ID_Uncommon_GristleWax
LIT_Stove,5.0,581.0,0.8606,ID_Common_IronPot
LIT_Stove,1.0,581.0,0.1721,ID_Epic_IntactFemur
LIT_SpicedBreadRecipe_Epic_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_SpicedBreadRecipe_Epic_Loose,25.0,100.0,25.0000,ID_Money_Silver
LIT_SpicedBreadRecipe_Epic_Loose,5.0,100.0,5.0000,ID_Rec_Bread_Uncommon01
LIT_SpearRecipe_Rare_Loose,70.0,100.0,70.0000,ID_Money_Copper
LIT_SpearRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Rec_Weap_Spear
LIT_SpearRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_Sindle_Loose,50.0,100.0,50.0000,ID_Rec_C_Dagger_Uncommon01
LIT_Sindle_Loose,49.0,100.0,49.0000,ID_Money_Copper
LIT_Sindle_Loose,1.0,100.0,1.0000,ID_Key_U_Undercroft
LIT_Shashka_Loose,45.0,100.0,45.0000,ID_Money_Copper
LIT_Shashka_Loose,20.0,100.0,20.0000,ID_Rec_C_Sabre_Rare01
LIT_Shashka_Loose,20.0,100.0,20.0000,ID_Money_Silver
LIT_Shashka_Loose,15.0,100.0,15.0000,ID_Money_Gold
LIT_Shambler_01,100.0,100.1100000012666,99.8901,ID_Trophy_Shambler
LIT_Shambler_01,0.1,100.1100000012666,0.0999,ID_Lore_Rare_Note05_U
LIT_Shambler_01,0.01,100.1100000012666,0.0100,ID_Rec_C_Dagger_Uncommon02
LIT_Schlag_Loose,67.5,100.0,67.5000,ID_Money_Copper
LIT_Schlag_Loose,22.5,100.0,22.5000,ID_Rec_C_ShortSword_Uncommon01
LIT_Schlag_Loose,10.0,100.0,10.0000,ID_Money_Silver
LIT_RumRecipe_Rare_Loose,75.0,100.0,75.0000,ID_Money_Copper
LIT_RumRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Money_Silver
LIT_RumRecipe_Rare_Loose,10.0,100.0,10.0000,ID_Rec_Rum_Rare01
LIT_Rifles_All,100.0,164.30000000447035,60.8643,ID_Weap_Rifle_Common01
LIT_Rifles_All,25.0,164.30000000447035,15.2161,ID_Weap_Rifle_Uncommon02
LIT_Rifles_All,25.0,164.30000000447035,15.2161,ID_Weap_Rifle_Uncommon01
LIT_Rifles_All,5.0,164.30000000447035,3.0432,ID_Weap_Rifle_Rare02
LIT_Rifles_All,5.0,164.30000000447035,3.0432,ID_Weap_Rifle_Rare01
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic04
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic03
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic02
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic01
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary03
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary02
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary01
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_Longboy
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_Club
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_BrownBetty
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Volant
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Mace
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Louisville
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Longsword
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Vepr
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Spear
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Kompas
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Cavalier
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Axe
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Ammo_Refined
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Ammo_Heavy
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Waraxe
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Voir
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Swan
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Morgan
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Lionne
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Lasher
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Halberd
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Borodino
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Ammo_Exotic
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Volcan
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Volcan
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Jager
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Drak
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Belier
LIT_Recipes_ToolsAll,100.0,131.20000000298023,76.2195,ID_Rec_RepairTong_Common01
LIT_Recipes_ToolsAll,25.0,131.20000000298023,19.0549,ID_Rec_RepairTong_Uncommon01
LIT_Recipes_ToolsAll,5.0,131.20000000298023,3.8110,ID_Rec_RepairTong_Rare01
LIT_Recipes_ToolsAll,1.0,131.20000000298023,0.7622,ID_Rec_RepairTong_Epic01
LIT_Recipes_ToolsAll,0.1,131.20000000298023,0.0762,ID_Rec_RepairTong_Legendary01
LIT_Recipes_ToolsAll,0.1,131.20000000298023,0.0762,ID_Rec_ArmourPlate_Legendary01
LIT_Recipes_MedsAll,100.0,131.20000000298023,76.2195,ID_Rec_Bloodbag_Common01
LIT_Recipes_MedsAll,25.0,131.20000000298023,19.0549,ID_Rec_Bloodbag_Uncommon01
LIT_Recipes_MedsAll,5.0,131.20000000298023,3.8110,ID_Rec_Bloodbag_Rare01
LIT_Recipes_MedsAll,1.0,131.20000000298023,0.7622,ID_Rec_Bloodbag_Epic01
LIT_Recipes_MedsAll,0.1,131.20000000298023,0.0762,ID_Rec_Bloodbag_Legendary01
LIT_Recipes_MedsAll,0.1,131.20000000298023,0.0762,ID_Rec_Ampoule_Legendary01
LIT_Recipes_BagsAll,100.0,450.6000000089407,22.1926,ID_Rec_Bag_Hip_Common02
LIT_Recipes_BagsAll,100.0,450.6000000089407,22.1926,ID_Rec_Bag_Back_Common02
LIT_Recipes_BagsAll,100.0,450.6000000089407,22.1926,ID_Rec_Bag_Back_Common01
LIT_Recipes_BagsAll,25.0,450.6000000089407,5.5482,ID_Rec_Bag_Hip_Uncommon03
LIT_Recipes_BagsAll,25.0,450.6000000089407,5.5482,ID_Rec_Bag_Hip_Uncommon02
LIT_Recipes_BagsAll,25.0,450.6000000089407,5.5482,ID_Rec_Bag_Back_Uncommon03
LIT_Recipes_BagsAll,25.0,450.6000000089407,5.5482,ID_Rec_Bag_Back_Uncommon02
LIT_Recipes_BagsAll,25.0,450.6000000089407,5.5482,ID_Rec_Bag_Back_Uncommon01
LIT_Recipes_BagsAll,5.0,450.6000000089407,1.1096,ID_Rec_Bag_Weapon_Rare01
LIT_Recipes_BagsAll,5.0,450.6000000089407,1.1096,ID_Rec_Bag_Hip_Rare02
LIT_Recipes_BagsAll,5.0,450.6000000089407,1.1096,ID_Rec_Bag_Back_Rare02
LIT_Recipes_BagsAll,5.0,450.6000000089407,1.1096,ID_Rec_Bag_Back_Rare01
LIT_Recipes_BagsAll,1.0,450.6000000089407,0.2219,ID_Rec_Bag_Weapon_Epic01
LIT_Recipes_BagsAll,1.0,450.6000000089407,0.2219,ID_Rec_Bag_Hip_Epic03
LIT_Recipes_BagsAll,1.0,450.6000000089407,0.2219,ID_Rec_Bag_Hip_Epic02
LIT_Recipes_BagsAll,1.0,450.6000000089407,0.2219,ID_Rec_Bag_Back_Epic02
LIT_Recipes_BagsAll,1.0,450.6000000089407,0.2219,ID_Rec_Bag_Back_Epic01
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Weapon_Legendary01
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Hip_Legendary02
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Hip_Legendary01
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Back_Legendary03
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Back_Legendary02
LIT_Recipes_BagsAll,0.1,450.6000000089407,0.0222,ID_Rec_Bag_Back_Legendary01
LIT_Recipes_ArmourAll,100.0,193.30000000447035,51.7331,ID_Rec_Armour_Chest_Common01
LIT_Recipes_ArmourAll,25.0,193.30000000447035,12.9333,ID_Rec_Armour_Leg_Uncommon01
LIT_Recipes_ArmourAll,25.0,193.30000000447035,12.9333,ID_Rec_Armour_Head_Uncommon01
LIT_Recipes_ArmourAll,25.0,193.30000000447035,12.9333,ID_Rec_Armour_Chest_Uncommon01
LIT_Recipes_ArmourAll,5.0,193.30000000447035,2.5867,ID_Rec_Armour_Leg_Rare01
LIT_Recipes_ArmourAll,5.0,193.30000000447035,2.5867,ID_Rec_Armour_Head_Rare01
LIT_Recipes_ArmourAll,5.0,193.30000000447035,2.5867,ID_Rec_Armour_Chest_Rare01
LIT_Recipes_ArmourAll,1.0,193.30000000447035,0.5173,ID_Rec_Armour_Leg_Epic01
LIT_Recipes_ArmourAll,1.0,193.30000000447035,0.5173,ID_Rec_Armour_Head_Epic01
LIT_Recipes_ArmourAll,1.0,193.30000000447035,0.5173,ID_Rec_Armour_Chest_Epic01
LIT_Recipes_ArmourAll,0.1,193.30000000447035,0.0517,ID_Rec_Armour_Leg_Legendary01
LIT_Recipes_ArmourAll,0.1,193.30000000447035,0.0517,ID_Rec_Armour_Head_Legendary01
LIT_Recipes_ArmourAll,0.1,193.30000000447035,0.0517,ID_Rec_Armour_Chest_Legendary01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Weap_Longboy
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Weap_Club
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Weap_BrownBetty
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Soup_Common01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_RepairTong_Common01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Bread_Common01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Bloodbag_Common01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Bag_Hip_Common02
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Bag_Back_Common02
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Bag_Back_Common01
LIT_RecipesLootable_All,100.0,1611.7100000251085,6.2046,ID_Rec_Armour_Chest_Common01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Weap_Volant
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Weap_Mace
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Weap_Louisville
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Weap_Longsword
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Soup_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_RepairTong_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bread_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bloodbag_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bag_Hip_Uncommon03
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bag_Hip_Uncommon02
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bag_Back_Uncommon03
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bag_Back_Uncommon02
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Bag_Back_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Armour_Leg_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Armour_Head_Uncommon01
LIT_RecipesLootable_All,25.0,1611.7100000251085,1.5511,ID_Rec_Armour_Chest_Uncommon01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Waraxe
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Vepr
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Spear
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Kompas
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Cavalier
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Weap_Axe
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Soup_Rare01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_RepairTong_Rare01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bread_Rare01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bloodbag_Rare01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bag_Weapon_Rare01
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bag_Hip_Rare02
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bag_Back_Rare02
LIT_RecipesLootable_All,5.0,1611.7100000251085,0.3102,ID_Rec_Bag_Back_Rare01
