SourceName,MinEntries,MaxEntries,LootTable,TableName,Weight,WeightSum,WeightPercent,AlwaysSpawn
Saddlebag,1,2,Saddlebag,LIT_Pistols_All,6.3,80.05000019073486,7.8701,False
Saddlebag,1,2,Saddlebag,LIT_Ledger_01,40.0,80.05000019073486,49.9688,False
Saddlebag,1,2,Saddlebag,LIT_Keys_Uncommon,20.0,80.05000019073486,24.9844,False
Saddlebag,1,2,Saddlebag,LIT_Keys_Rare,5.0,80.05000019073486,6.2461,False
Saddlebag,1,2,Saddlebag,LIT_Keys_Epic,1.0,80.05000019073486,1.2492,False
Saddlebag,1,2,Saddlebag,LIT_Cosmetics_All,0.25,80.05000019073486,0.3123,False
Saddlebag,1,2,Saddlebag,LIT_Compendium_All,7.0,80.05000019073486,8.7445,False
Sack_Flour,1,2,Sack_Flour,LIT_GlobalItems_05_Legendary,0.001,93.1110000013141,0.0011,False
Sack_Flour,1,2,Sack_Flour,LIT_GlobalItems_04_Epic,0.01,93.1110000013141,0.0107,False
Sack_Flour,1,2,Sack_Flour,LIT_GlobalItems_03_Rare,0.1,93.1110000013141,0.1074,False
Sack_Flour,1,2,Sack_Flour,LIT_GlobalItems_02_Uncommon,1.0,93.1110000013141,1.074,False
Sack_Flour,1,2,Sack_Flour,LIT_GlobalItems_01_Common,2.0,93.1110000013141,2.148,False
Sack_Flour,1,2,Sack_Flour,LIT_FlourBag,90.0,93.1110000013141,96.6588,False
PowderLocker,2,4,PowderLocker,LIT_Crafting_Gunsmith_PowderLocker,98.0,100.0,98.0,False
PowderLocker,2,4,PowderLocker,LIT_Crafting_Gunsmith,2.0,100.0,2.0,False
OpiumBox,1,3,OpiumBox,LIT_Recipes_MedsAll,0.06,101.16000000014901,0.0593,False
OpiumBox,1,3,OpiumBox,LIT_OpiumBox,100.0,101.16000000014901,98.8533,False
OpiumBox,1,3,OpiumBox,LIT_GlobalItems_05_Legendary,0.1,101.16000000014901,0.0989,False
OpiumBox,1,3,OpiumBox,LIT_GlobalItems_04_Epic,1.0,101.16000000014901,0.9885,False
Old_Cairn,1,2,Cairn,LIT_RecipesLootable_All,0.1,110.15000000223517,0.0908,False
Old_Cairn,1,2,Cairn,LIT_Keys_Rare,25.0,110.15000000223517,22.6963,False
Old_Cairn,1,2,Cairn,LIT_Keys_Epic,5.0,110.15000000223517,4.5393,False
Old_Cairn,1,2,Cairn,LIT_Cosmetics_All,0.05,110.15000000223517,0.0454,False
Old_Cairn,1,2,Cairn,LIT_Cairn,80.0,110.15000000223517,72.6282,False
OldSewingBox,1,3,OldSewingBox,LIT_RecipesLootable_All,0.12,210.1799999959767,0.0571,False
OldSewingBox,1,3,OldSewingBox,LIT_Ledger_01,100.0,210.1799999959767,47.5783,False
OldSewingBox,1,3,OldSewingBox,LIT_Keys_All,100.0,210.1799999959767,47.5783,False
OldSewingBox,1,3,OldSewingBox,LIT_Cosmetics_All,0.06,210.1799999959767,0.0285,False
OldSewingBox,1,3,OldSewingBox,LIT_Compendium_All,10.0,210.1799999959767,4.7578,False
OldBucket,1,2,OldBucket,LIT_OldBucket,100.0,100.0,100.0,False
OakBarrel,2,4,OakBarrel,LIT_RecipesLootable_All,0.0006,143.11190000135684,0.0004,False
OakBarrel,2,4,OakBarrel,LIT_OakBarrel_01,100.0,143.11190000135684,69.8754,False
OakBarrel,2,4,OakBarrel,LIT_GlobalItems_05_Legendary,0.001,143.11190000135684,0.0007,False
OakBarrel,2,4,OakBarrel,LIT_GlobalItems_04_Epic,0.01,143.11190000135684,0.007,False
OakBarrel,2,4,OakBarrel,LIT_GlobalItems_03_Rare,0.1,143.11190000135684,0.0699,False
OakBarrel,2,4,OakBarrel,LIT_GlobalItems_02_Uncommon,1.0,143.11190000135684,0.6988,False
OakBarrel,2,4,OakBarrel,LIT_GlobalItems_01_Common,2.0,143.11190000135684,1.3975,False
OakBarrel,2,4,OakBarrel,LIT_Food_All,10.0,143.11190000135684,6.9875,False
OakBarrel,2,4,OakBarrel,LIT_Food,10.0,143.11190000135684,6.9875,False
OakBarrel,2,4,OakBarrel,LIT_Drinks_All,10.0,143.11190000135684,6.9875,False
OakBarrel,2,4,OakBarrel,LIT_Cosmetics_All,0.0003,143.11190000135684,0.0002,False
OakBarrel,2,4,OakBarrel,LIT_Bags_All,10.0,143.11190000135684,6.9875,False
Nest,1,3,Valuables,LIT_Valuables_01,100.0,100.08999999798834,99.9101,False
Nest,1,3,Valuables,LIT_RecipesLootable_All,0.06,100.08999999798834,0.0599,False
Nest,1,3,Valuables,LIT_Cosmetics_All,0.03,100.08999999798834,0.03,False
MissivesCabinet,1,3,Ledger,LIT_RecipesLootable_All,0.5,103.05000019073486,0.4852,False
MissivesCabinet,1,3,Ledger,LIT_Pistols_All,6.3,103.05000019073486,6.1135,False
MissivesCabinet,1,3,Ledger,LIT_Ledger_01,40.0,103.05000019073486,38.8161,False
MissivesCabinet,1,3,Ledger,LIT_Keys_Uncommon,20.0,103.05000019073486,19.4081,False
MissivesCabinet,1,3,Ledger,LIT_Keys_Rare,20.0,103.05000019073486,19.4081,False
MissivesCabinet,1,3,Ledger,LIT_Keys_Epic,6.0,103.05000019073486,5.8224,False
MissivesCabinet,1,3,Ledger,LIT_Cosmetics_All,0.25,103.05000019073486,0.2426,False
MissivesCabinet,1,3,Ledger,LIT_Compendium_All,10.0,103.05000019073486,9.704,False
Military_Small,1,2,Military,LIT_Recipes_WeaponsAmmo,0.004,811.0320000001229,0.0005,False
Military_Small,1,2,Military,LIT_Recipes_ArmourAll,0.004,811.0320000001229,0.0005,False
Military_Small,1,2,Military,LIT_Military_01,730.0,811.0320000001229,90.0088,False
Military_Small,1,2,Military,LIT_GlobalItems_05_Legendary,0.02,811.0320000001229,0.0025,False
Military_Small,1,2,Military,LIT_GlobalItems_04_Epic,1.0,811.0320000001229,0.1233,False
Military_Small,1,2,Military,LIT_GlobalItems_03_Rare,10.0,811.0320000001229,1.233,False
Military_Small,1,2,Military,LIT_GlobalItems_02_Uncommon,30.0,811.0320000001229,3.699,False
Military_Small,1,2,Military,LIT_GlobalItems_01_Common,40.0,811.0320000001229,4.932,False
Military_Small,1,2,Military,LIT_Cosmetics_Weapon_All,0.004,811.0320000001229,0.0005,False
Military_Medium,2,4,Military,LIT_Recipes_WeaponsAmmo,0.004,811.0320000001229,0.0005,False
Military_Medium,2,4,Military,LIT_Recipes_ArmourAll,0.004,811.0320000001229,0.0005,False
Military_Medium,2,4,Military,LIT_Military_01,730.0,811.0320000001229,90.0088,False
Military_Medium,2,4,Military,LIT_GlobalItems_05_Legendary,0.02,811.0320000001229,0.0025,False
Military_Medium,2,4,Military,LIT_GlobalItems_04_Epic,1.0,811.0320000001229,0.1233,False
Military_Medium,2,4,Military,LIT_GlobalItems_03_Rare,10.0,811.0320000001229,1.233,False
Military_Medium,2,4,Military,LIT_GlobalItems_02_Uncommon,30.0,811.0320000001229,3.699,False
Military_Medium,2,4,Military,LIT_GlobalItems_01_Common,40.0,811.0320000001229,4.932,False
Military_Medium,2,4,Military,LIT_Cosmetics_Weapon_All,0.004,811.0320000001229,0.0005,False
Military_Large,3,5,Military,LIT_Recipes_WeaponsAmmo,0.004,811.0320000001229,0.0005,False
Military_Large,3,5,Military,LIT_Recipes_ArmourAll,0.004,811.0320000001229,0.0005,False
Military_Large,3,5,Military,LIT_Military_01,730.0,811.0320000001229,90.0088,False
Military_Large,3,5,Military,LIT_GlobalItems_05_Legendary,0.02,811.0320000001229,0.0025,False
Military_Large,3,5,Military,LIT_GlobalItems_04_Epic,1.0,811.0320000001229,0.1233,False
Military_Large,3,5,Military,LIT_GlobalItems_03_Rare,10.0,811.0320000001229,1.233,False
Military_Large,3,5,Military,LIT_GlobalItems_02_Uncommon,30.0,811.0320000001229,3.699,False
Military_Large,3,5,Military,LIT_GlobalItems_01_Common,40.0,811.0320000001229,4.932,False
Military_Large,3,5,Military,LIT_Cosmetics_Weapon_All,0.004,811.0320000001229,0.0005,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Recipes_MedsAll,0.06,131.160000000149,0.0457,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Medicine_Uncommon,25.0,131.160000000149,19.0607,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Medicine_Rare,5.0,131.160000000149,3.8121,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Medicine_Legendary,0.1,131.160000000149,0.0762,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Medicine_Epic,1.0,131.160000000149,0.7624,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_Medicine_Crafting,50.0,131.160000000149,38.1214,False
Medical_UREL_Medium,1,3,Medical_UREL,LIT_AlchemySupplies,50.0,131.160000000149,38.1214,False
Medical_Medium,1,3,Medical,LIT_Recipes_MedsAll,0.06,181.160000000149,0.0331,False
Medical_Medium,1,3,Medical,LIT_Medicine_Uncommon,25.0,181.160000000149,13.8,False
Medical_Medium,1,3,Medical,LIT_Medicine_Rare,5.0,181.160000000149,2.76,False
Medical_Medium,1,3,Medical,LIT_Medicine_Legendary,0.1,181.160000000149,0.0552,False
Medical_Medium,1,3,Medical,LIT_Medicine_Epic,1.0,181.160000000149,0.552,False
Medical_Medium,1,3,Medical,LIT_Medicine_Crafting,50.0,181.160000000149,27.5999,False
Medical_Medium,1,3,Medical,LIT_Medicine_Common,100.0,181.160000000149,55.1998,False
MedicalPhysicianDreg,1,2,MedicalPhysicianDreg,LIT_Recipes_MedsAll,1.0,47.0,2.1277,False
MedicalPhysicianDreg,1,2,MedicalPhysicianDreg,LIT_Medicine_Rare,40.0,47.0,85.1064,False
MedicalPhysicianDreg,1,2,MedicalPhysicianDreg,LIT_Medicine_Legendary,1.0,47.0,2.1277,False
MedicalPhysicianDreg,1,2,MedicalPhysicianDreg,LIT_Medicine_Epic,5.0,47.0,10.6383,False
MannequinTrunk,2,4,MannequinTrunk,LIT_Crafting_Artificer_TinkerCase,98.0,100.0,98.0,False
MannequinTrunk,2,4,MannequinTrunk,LIT_Crafting_Artificer,2.0,100.0,2.0,False
M02_Boss,5,8,Boss_M02,LIT_Boss_M02,100.0,100.0,100.0,False
Ledger,1,3,Ledger,LIT_RecipesLootable_All,0.5,103.05000019073486,0.4852,False
Ledger,1,3,Ledger,LIT_Pistols_All,6.3,103.05000019073486,6.1135,False
Ledger,1,3,Ledger,LIT_Ledger_01,40.0,103.05000019073486,38.8161,False
Ledger,1,3,Ledger,LIT_Keys_Uncommon,20.0,103.05000019073486,19.4081,False
Ledger,1,3,Ledger,LIT_Keys_Rare,20.0,103.05000019073486,19.4081,False
Ledger,1,3,Ledger,LIT_Keys_Epic,6.0,103.05000019073486,5.8224,False
Ledger,1,3,Ledger,LIT_Cosmetics_All,0.25,103.05000019073486,0.2426,False
Ledger,1,3,Ledger,LIT_Compendium_All,10.0,103.05000019073486,9.704,False
Latrine,1,4,Latrine,LIT_RecipesLootable_All,0.0006,103.11190000135684,0.0006,False
Latrine,1,4,Latrine,LIT_Latrine,100.0,103.11190000135684,96.982,False
Latrine,1,4,Latrine,LIT_GlobalItems_05_Legendary,0.001,103.11190000135684,0.001,False
Latrine,1,4,Latrine,LIT_GlobalItems_04_Epic,0.01,103.11190000135684,0.0097,False
Latrine,1,4,Latrine,LIT_GlobalItems_03_Rare,0.1,103.11190000135684,0.097,False
Latrine,1,4,Latrine,LIT_GlobalItems_02_Uncommon,1.0,103.11190000135684,0.9698,False
Latrine,1,4,Latrine,LIT_GlobalItems_01_Common,2.0,103.11190000135684,1.9396,False
Latrine,1,4,Latrine,LIT_Cosmetics_All,0.0003,103.11190000135684,0.0003,False
KindlingPile,1,3,KindlingPile,LIT_RecipesLootable_All,0.0006,103.11190000135684,0.0006,False
KindlingPile,1,3,KindlingPile,LIT_KindlingPile,100.0,103.11190000135684,96.982,False
KindlingPile,1,3,KindlingPile,LIT_GlobalItems_05_Legendary,0.001,103.11190000135684,0.001,False
KindlingPile,1,3,KindlingPile,LIT_GlobalItems_04_Epic,0.01,103.11190000135684,0.0097,False
KindlingPile,1,3,KindlingPile,LIT_GlobalItems_03_Rare,0.1,103.11190000135684,0.097,False
KindlingPile,1,3,KindlingPile,LIT_GlobalItems_02_Uncommon,1.0,103.11190000135684,0.9698,False
KindlingPile,1,3,KindlingPile,LIT_GlobalItems_01_Common,2.0,103.11190000135684,1.9396,False
KindlingPile,1,3,KindlingPile,LIT_Cosmetics_All,0.0003,103.11190000135684,0.0003,False
Hunger_Womb,1,2,Hunger_Womb,LIT_Womb_01,100.0,231.18999999947846,43.2545,False
Hunger_Womb,1,2,Hunger_Womb,LIT_RecipesLootable_All,0.06,231.18999999947846,0.026,False
Hunger_Womb,1,2,Hunger_Womb,LIT_GlobalItems_05_Legendary,0.1,231.18999999947846,0.0433,False
Hunger_Womb,1,2,Hunger_Womb,LIT_GlobalItems_04_Epic,1.0,231.18999999947846,0.4325,False
Hunger_Womb,1,2,Hunger_Womb,LIT_GlobalItems_03_Rare,5.0,231.18999999947846,2.1627,False
Hunger_Womb,1,2,Hunger_Womb,LIT_GlobalItems_02_Uncommon,25.0,231.18999999947846,10.8136,False
Hunger_Womb,1,2,Hunger_Womb,LIT_GlobalItems_01_Common,100.0,231.18999999947846,43.2545,False
Hunger_Womb,1,2,Hunger_Womb,LIT_Cosmetics_All,0.03,231.18999999947846,0.013,False
Hunger_Waif,1,2,Hunger_Waif,LIT_Waif_01,100.0,231.18999999947846,43.2545,False
Hunger_Waif,1,2,Hunger_Waif,LIT_RecipesLootable_All,0.06,231.18999999947846,0.026,False
Hunger_Waif,1,2,Hunger_Waif,LIT_GlobalItems_05_Legendary,0.1,231.18999999947846,0.0433,False
Hunger_Waif,1,2,Hunger_Waif,LIT_GlobalItems_04_Epic,1.0,231.18999999947846,0.4325,False
Hunger_Waif,1,2,Hunger_Waif,LIT_GlobalItems_03_Rare,5.0,231.18999999947846,2.1627,False
Hunger_Waif,1,2,Hunger_Waif,LIT_GlobalItems_02_Uncommon,25.0,231.18999999947846,10.8136,False
Hunger_Waif,1,2,Hunger_Waif,LIT_GlobalItems_01_Common,100.0,231.18999999947846,43.2545,False
Hunger_Waif,1,2,Hunger_Waif,LIT_Cosmetics_All,0.03,231.18999999947846,0.013,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_Shambler_01,25.0,56.16000000014901,44.5157,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_RecipesLootable_All,0.04,56.16000000014901,0.0712,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_GlobalItems_05_Legendary,0.1,56.16000000014901,0.1781,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_GlobalItems_04_Epic,1.0,56.16000000014901,1.7806,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_GlobalItems_03_Rare,5.0,56.16000000014901,8.9031,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_GlobalItems_02_Uncommon,25.0,56.16000000014901,44.5157,False
Hunger_Shambler,1,3,Hunger_Shambler,LIT_Cosmetics_All,0.02,56.16000000014901,0.0356,False
Hunger_Howler,1,2,Hunger_Howler,LIT_RecipesLootable_All,0.06,231.18999999947846,0.026,False
Hunger_Howler,1,2,Hunger_Howler,LIT_Howler_01,100.0,231.18999999947846,43.2545,False
Hunger_Howler,1,2,Hunger_Howler,LIT_GlobalItems_05_Legendary,0.1,231.18999999947846,0.0433,False
Hunger_Howler,1,2,Hunger_Howler,LIT_GlobalItems_04_Epic,1.0,231.18999999947846,0.4325,False
Hunger_Howler,1,2,Hunger_Howler,LIT_GlobalItems_03_Rare,5.0,231.18999999947846,2.1627,False
Hunger_Howler,1,2,Hunger_Howler,LIT_GlobalItems_02_Uncommon,25.0,231.18999999947846,10.8136,False
Hunger_Howler,1,2,Hunger_Howler,LIT_GlobalItems_01_Common,100.0,231.18999999947846,43.2545,False
Hunger_Howler,1,2,Hunger_Howler,LIT_Cosmetics_All,0.03,231.18999999947846,0.013,False
Hunger_DregFarmerUnique,1,1,Hunger_FarmerDregUnique,LIT_FarmerDregUnique,100.0,100.0,100.0,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_RecipesLootable_All,0.02,233.67692077718675,0.0086,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_GlobalItems_05_Legendary,0.1,233.67692077718675,0.0428,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_GlobalItems_04_Epic,1.0,233.67692077718675,0.4279,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_GlobalItems_03_Rare,5.0,233.67692077718675,2.1397,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_GlobalItems_02_Uncommon,25.0,233.67692077718675,10.6985,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_GlobalItems_01_Common,100.0,233.67692077718675,42.7941,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_Dreg_01,102.54692,233.67692077718675,43.8841,False
Hunger_Dreg,1,2,Hunger_Dreg,LIT_Cosmetics_All,0.01,233.67692077718675,0.0043,False
Hunger_Brute_Elite,2,3,Hunger_Brute_Elite,LIT_RecipesLootable_All,0.1,100.00000001490116,0.1,False
Hunger_Brute_Elite,2,3,Hunger_Brute_Elite,LIT_GlobalItems_05_Legendary,0.36,100.00000001490116,0.36,False
Hunger_Brute_Elite,2,3,Hunger_Brute_Elite,LIT_GlobalItems_04_Epic,1.5,100.00000001490116,1.5,False
Hunger_Brute_Elite,2,3,Hunger_Brute_Elite,LIT_Cosmetics_All,0.04,100.00000001490116,0.04,False
Hunger_Brute_Elite,2,3,Hunger_Brute_Elite,LIT_Brute_Elite,98.0,100.00000001490116,98.0,False
Hunger_Brute,2,3,Hunger_Brute,LIT_RecipesLootable_All,0.06,11.18999999947846,0.5362,False
Hunger_Brute,2,3,Hunger_Brute,LIT_GlobalItems_05_Legendary,0.1,11.18999999947846,0.8937,False
Hunger_Brute,2,3,Hunger_Brute,LIT_GlobalItems_04_Epic,1.0,11.18999999947846,8.9366,False
Hunger_Brute,2,3,Hunger_Brute,LIT_GlobalItems_03_Rare,5.0,11.18999999947846,44.6828,False
Hunger_Brute,2,3,Hunger_Brute,LIT_Cosmetics_All,0.03,11.18999999947846,0.2681,False
Hunger_Brute,2,3,Hunger_Brute,LIT_Brute_01,5.0,11.18999999947846,44.6828,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_RecipesLootable_All,0.06,86.18999999947846,0.0696,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_GlobalItems_05_Legendary,0.1,86.18999999947846,0.116,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_GlobalItems_04_Epic,1.0,86.18999999947846,1.1602,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_GlobalItems_03_Rare,5.0,86.18999999947846,5.8011,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_GlobalItems_02_Uncommon,40.0,86.18999999947846,46.4091,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_Cosmetics_All,0.03,86.18999999947846,0.0348,False
Hunger_Bloat,1,2,Hunger_Bloat,LIT_Bloat_01,40.0,86.18999999947846,46.4091,False
Hunger_Biter_Elite,2,3,Hunger_Biter_Elite,LIT_RecipesLootable_All,0.1,100.00000001490116,0.1,False
Hunger_Biter_Elite,2,3,Hunger_Biter_Elite,LIT_GlobalItems_05_Legendary,0.36,100.00000001490116,0.36,False
Hunger_Biter_Elite,2,3,Hunger_Biter_Elite,LIT_GlobalItems_04_Epic,1.5,100.00000001490116,1.5,False
Hunger_Biter_Elite,2,3,Hunger_Biter_Elite,LIT_Cosmetics_All,0.04,100.00000001490116,0.04,False
Hunger_Biter_Elite,2,3,Hunger_Biter_Elite,LIT_Biter_Elite,98.0,100.00000001490116,98.0,False
Hunger_Biter,2,3,Hunger_Biter,LIT_RecipesLootable_All,0.06,11.18999999947846,0.5362,False
Hunger_Biter,2,3,Hunger_Biter,LIT_GlobalItems_05_Legendary,0.1,11.18999999947846,0.8937,False
Hunger_Biter,2,3,Hunger_Biter,LIT_GlobalItems_04_Epic,1.0,11.18999999947846,8.9366,False
Hunger_Biter,2,3,Hunger_Biter,LIT_GlobalItems_03_Rare,5.0,11.18999999947846,44.6828,False
Hunger_Biter,2,3,Hunger_Biter,LIT_Cosmetics_All,0.03,11.18999999947846,0.2681,False
Hunger_Biter,2,3,Hunger_Biter,LIT_Biter_01,5.0,11.18999999947846,44.6828,False
Hunger_Ash,1,2,Hunger_Ash,LIT_RecipesLootable_All,0.06,231.18999999947846,0.026,False
Hunger_Ash,1,2,Hunger_Ash,LIT_GlobalItems_05_Legendary,0.1,231.18999999947846,0.0433,False
Hunger_Ash,1,2,Hunger_Ash,LIT_GlobalItems_04_Epic,1.0,231.18999999947846,0.4325,False
Hunger_Ash,1,2,Hunger_Ash,LIT_GlobalItems_03_Rare,5.0,231.18999999947846,2.1627,False
Hunger_Ash,1,2,Hunger_Ash,LIT_GlobalItems_02_Uncommon,25.0,231.18999999947846,10.8136,False
Hunger_Ash,1,2,Hunger_Ash,LIT_GlobalItems_01_Common,100.0,231.18999999947846,43.2545,False
