Type,ObjectName,StaticMeshName,X,Y,Z,SpawnChance
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352712805',AISpawnerConfigSet'DA_AISpawner_Infirmary',38910.53,51361.18,-3608.0378,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352717806',AISpawnerConfigSet'DA_AISpawner_Infirmary',37931.24,51338.555,-3608.0378,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352721807',AISpawnerConfigSet'DA_AISpawner_Infirmary',38023.08,52073.355,-3553.2947,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352726808',AISpawnerConfigSet'DA_AISpawner_Infirmary',36417.184,51549.73,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352730809',AISpawnerConfigSet'DA_AISpawner_Infirmary',35564.723,51400.094,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352734810',AISpawnerConfigSet'DA_AISpawner_Infirmary',35588.684,50490.49,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352738811',AISpawnerConfigSet'DA_AISpawner_Infirmary',35180.6,49920.816,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352742812',AISpawnerConfigSet'DA_AISpawner_Infirmary',35575.78,48434.09,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352747813',AISpawnerConfigSet'DA_AISpawner_Infirmary',36112.887,47360.81,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352751814',AISpawnerConfigSet'DA_AISpawner_Infirmary',37052.082,47586.055,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352755815',AISpawnerConfigSet'DA_AISpawner_Infirmary',38076.336,47954.043,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1352759816',AISpawnerConfigSet'DA_AISpawner_Infirmary',39245.996,48506.684,-3579.338,
SceneComponent,AISpawner'map03_p_WP:PersistentLevel.AISpawner_UAID_04D9F5F93AD5545C02_e866662526208594_1362072817',AISpawnerConfigSet'DA_AISpawner_Infirmary',36933.84,50793.723,-3579.338,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_0',AISpawnerConfigSet'DA_AISpawner_Peasants',56063.207,29596.52,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_1',AISpawnerConfigSet'DA_AISpawner_Peasants',56518.44,29869.375,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_10',AISpawnerConfigSet'DA_AISpawner_Peasants',57650.53,29408.928,-4430.56,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_11',AISpawnerConfigSet'DA_AISpawner_Mobs',54153.56,32792.176,-5505.3022,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_13',AISpawnerConfigSet'DA_AISpawner_Mobs',54768.45,32444.861,-5617.924,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_17',AISpawnerConfigSet'DA_AISpawner_Peasants',54862.598,31775.299,-5627.356,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_2',AISpawnerConfigSet'DA_AISpawner_Peasants',57250.496,30464.58,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_21',AISpawnerConfigSet'DA_AISpawner_Peasants',55465.547,30921.03,-5634.7646,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_23',AISpawnerConfigSet'DA_AISpawner_Peasants',55814.74,30116.148,-5630.6655,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_25',AISpawnerConfigSet'DA_AISpawner_Peasants',56463.855,29228.127,-5623.571,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_29',AISpawnerConfigSet'DA_AISpawner_Peasants',56307.117,28179.82,-5451.908,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_3',AISpawnerConfigSet'DA_AISpawner_Peasants',57480.74,29974.824,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_31',AISpawnerConfigSet'DA_AISpawner_Peasants',55715.87,28757.613,-5364.2417,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_4',AISpawnerConfigSet'DA_AISpawner_Peasants',57585.293,29225.674,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_5',AISpawnerConfigSet'DA_AISpawner_Peasants',56178.324,32018.879,-4869.8467,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_35267f9c3545d35c_6',AISpawnerConfigSet'DA_AISpawner_Peasants',55412.152,29371.357,-4821.4375,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_5abb851929817da7_1',AISpawnerConfigSet'DA_AISpawner_Military',-11129.392,-585.39575,1926.0066,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_5abb851929817da7_3',AISpawnerConfigSet'DA_AISpawner_Military',-11549.164,-1050.6124,1879.4576,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_7f13be226a970f87_1',AISpawnerConfigSet'DA_AISpawner_Military',61688.72,17367.117,-2332.3145,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_7f13be226a970f87_3',AISpawnerConfigSet'DA_AISpawner_Military',61236.51,16933.36,-2378.8633,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494928402_29fb098085780a4e_1955512311',AISpawnerConfigSet'DA_AISpawner_Peasants',23345.633,20024.96,21.865223,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494928402_29fb098085780a4e_1955522318',AISpawnerConfigSet'DA_AISpawner_Peasants',25173.14,19989.105,58.152847,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494928402_29fb098085780a4e_1955525319',AISpawnerConfigSet'DA_AISpawner_Peasants',23962.291,18628.133,46.815502,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494928402_29fb098085780a4e_1956203470',AISpawnerConfigSet'DA_AISpawner_Peasants',29876.744,17656.957,181.48299,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494928402_29fb098085780a4e_1956243489',AISpawnerConfigSet'DA_AISpawner_Peasants',29499.16,17742.176,174.04735,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494938402_29fb098085780a4e_1356784892',AISpawnerConfigSet'DA_AISpawner_Peasants',22014.717,18807.88,-3.105219,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494938402_29fb098085780a4e_1356799898',AISpawnerConfigSet'DA_AISpawner_Peasants',22811.287,18506.271,-4.935098,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494938402_29fb098085780a4e_1356801899',AISpawnerConfigSet'DA_AISpawner_Peasants',22351.975,19258.459,-3.105219,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494938402_29fb098085780a4e_1356808903',AISpawnerConfigSet'DA_AISpawner_Peasants',22826.158,18944.76,-3.105219,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1994888630',AISpawnerConfigSet'DA_AISpawner_Infirmary',37305.652,48364.18,-3627.6023,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1995785688',AISpawnerConfigSet'DA_AISpawner_Infirmary',37973.746,50224.766,-3625.3152,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1996695750',AISpawnerConfigSet'DA_AISpawner_Infirmary',36328.207,47951.06,-3630.0898,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1997725825',AISpawnerConfigSet'DA_AISpawner_Infirmary',36734.29,49457.227,-3626.1128,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1998719889',AISpawnerConfigSet'DA_AISpawner_Infirmary',38727.37,50523.49,-3626.1562,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_1999793979',AISpawnerConfigSet'DA_AISpawner_Infirmary',39126.395,49251.676,-3639.5671,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_2000672037',AISpawnerConfigSet'DA_AISpawner_Infirmary',35953.984,49196.88,-3636.018,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494AD8D02_e866662526208594_2001498066',AISpawnerConfigSet'DA_AISpawner_Infirmary',38133.168,48812.47,-3634.175,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494BB8602_92f9112ff1518191_1730399915',AISpawnerConfigSet'DA_AISpawner_Military',42634.91,-11751.46,-3821.4187,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494D77F02_46c6e786a3fd7089_1162630213',AISpawnerConfigSet'DA_AISpawner_Peasants',23905.732,40360.816,-2375.9778,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494D77F02_46c6e786a3fd7089_1162661228',AISpawnerConfigSet'DA_AISpawner_Peasants',26428.342,39884.94,-2375.9778,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_046874882494D77F02_46c6e786a3fd7089_1162684239',AISpawnerConfigSet'DA_AISpawner_Peasants',25300.982,40691.098,-2375.9778,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5023602_70b069ed0aa90e45_1798496921',AISpawnerConfigSet'DA_AISpawner_Peasants',33167.805,22984.205,-5582.994,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5023602_70b069ed0aa90e45_1800273922',AISpawnerConfigSet'DA_AISpawner_Peasants',33107.24,22252.203,-5481.0645,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5232D02_5abb851929817da7_1372669305',AISpawnerConfigSet'DA_AISpawner_Military',-11886.517,-863.0265,1875.2896,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5232D02_7f13be226a970f87_1372669305',AISpawnerConfigSet'DA_AISpawner_Military',60913.555,17144.766,-2383.0315,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5232D02_ce52be21fe63b205_1372669305',AISpawnerConfigSet'DA_AISpawner_Military',14793.395,-13443.496,206.66833,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5232D02_d30a12f2c04c18d1_1372669305',AISpawnerConfigSet'DA_AISpawner_Military',-12916.675,47566.906,-2296.1702,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD53B3102_70b069ed0aa90e45_1815765838',AISpawnerConfigSet'DA_AISpawner_Peasants',31330.242,22073.352,-5517.909,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD53B3102_70b069ed0aa90e45_1819376839',AISpawnerConfigSet'DA_AISpawner_Peasants',31968.91,21773.809,-5569.6045,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD53D7302_edad57567b47cde9_1612517701',AISpawnerConfigSet'DA_AISpawner_DirigibleQuest',10937.494,-3667.3381,-82.3203,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54A5702_d30c5cf25f8a0dcb_2045424356',AISpawnerConfigSet'DA_AISpawner_Peasants',24524.621,-1528.7803,-1009.4763,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54A5702_d30c5cf25f8a0dcb_2059075357',AISpawnerConfigSet'DA_AISpawner_Peasants',24158.04,-809.354,-988.3662,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54A5702_d30c5cf25f8a0dcb_2070077358',AISpawnerConfigSet'DA_AISpawner_Peasants',23490.057,-1902.8763,-1009.47626,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54A5702_d30c5cf25f8a0dcb_2079570359',AISpawnerConfigSet'DA_AISpawner_Peasants',23171.098,-2883.7812,-989.4183,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54A5702_d30c5cf25f8a0dcb_2089359360',AISpawnerConfigSet'DA_AISpawner_Peasants',23122.984,-22.197828,-989.99713,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54D4502_6050371b4132a7ae_1633610924',AISpawnerConfigSet'DA_AISpawner_Peasants',29215.855,-15780.841,-3691.8716,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54D4502_6050371b4132a7ae_1635641925',AISpawnerConfigSet'DA_AISpawner_Peasants',29669.854,-16138.313,-3846.2173,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD54D4502_6050371b4132a7ae_1653999926',AISpawnerConfigSet'DA_AISpawner_Peasants',29007.373,-16330.352,-3644.099,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1167438452',AISpawnerConfigSet'DA_AISpawner_Miniboss',33349.414,8492.365,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1183017453',AISpawnerConfigSet'DA_AISpawner_Miniboss',33650.473,9391.279,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1195781454',AISpawnerConfigSet'DA_AISpawner_Military',34064.234,9065.505,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1243679456',AISpawnerConfigSet'DA_AISpawner_Military',35079.082,8955.474,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1246322457',AISpawnerConfigSet'DA_AISpawner_Military',34285.65,9895.237,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1251527458',AISpawnerConfigSet'DA_AISpawner_Military',33618.383,10583.558,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1255311459',AISpawnerConfigSet'DA_AISpawner_Military',32477.135,11315.09,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1257053460',AISpawnerConfigSet'DA_AISpawner_Military',31823.855,10567.481,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1260977461',AISpawnerConfigSet'DA_AISpawner_Military',31381.785,10062.387,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1263458462',AISpawnerConfigSet'DA_AISpawner_Military',31070.377,9337.021,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1267402463',AISpawnerConfigSet'DA_AISpawner_Military',31214.809,8490.974,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1271312464',AISpawnerConfigSet'DA_AISpawner_Military',32028.42,8366.578,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1277113465',AISpawnerConfigSet'DA_AISpawner_Military',32504.883,9251.912,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1281386466',AISpawnerConfigSet'DA_AISpawner_Military',34166.734,8186.6777,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1284815467',AISpawnerConfigSet'DA_AISpawner_Military',33603.438,7307.8853,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1287757468',AISpawnerConfigSet'DA_AISpawner_Military',33890.47,6823.16,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5732D02_2c07323eb2e99beb_1303112470',AISpawnerConfigSet'DA_AISpawner_Military',32806.41,7818.774,1195.3127,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_00bbfbf2603ca7c5_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',22421.217,10288.252,416.45886,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_0199a6fdbabff49b_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',30687.791,46514.59,-3602.9429,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_027c90f8705a752f_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',58585.848,20062.373,-2634.5886,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_02f51f5ca109d340_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',11336.651,-7118.812,-95.27767,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_066098f7cb8e5f7a_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',29999.297,32676.36,-2072.4783,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_07227bf2c1055211_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',-10560.403,46687.273,-2519.64,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_0a89ff0b5d3f8861_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',59286.58,15607.5,-2665.8772,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_1498c6bcbb68b211_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',2984.4907,49750.832,-3010.738,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_152a8f94a62cb297_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',-18216.742,35163.16,94.347275,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_16db07e943acaa06_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',32262.959,45446.99,-3656.9211,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_184b21bcd6b5d100_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',4014.4578,-6324.4897,114.75704,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_19943a331df0bbef_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',25887.15,597.2333,-922.3557,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_19d666035b4a969e_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',20019.014,41024.293,-1999.275,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_1b805e21be67cf32_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',584.679,49471.156,-2909.5464,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_1d3034e5c1b28599_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',27812.82,-311.72803,-900.2866,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_1f82be4675bcfe32_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',7241.054,-8779.235,-35.447994,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_230cc9d877550326_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',49478.66,13542.188,-590.41797,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_24f0ae58c07ab4a7_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',7367.436,-6875.353,63.94666,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_2609f4d1d02996c9_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',-10061.574,41567.76,-2541.08,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_26bca98c3bc21f65_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',-10840.294,-14476.892,1224.9866,
SceneComponent,BP_AISpawner_C'map03_p_WP:PersistentLevel.BP_AISpawner_C_UAID_04D9F5F93AD5793302_275846b15c35d52e_1406589278',AISpawnerConfigSet'DA_AISpawner_Mobs_Rare',29632.99,-19910.967,-2218.8447,
