TableName,Weight,WeightSum,WeightPercent,ObjectName,DisplayName,Rarity
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_Topaz,Topaz,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_PolluxCameo,Cameo Of Pollux,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_Isinglass,Isinglass,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_GoldLeaf,Gold Leaf,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_FlawlessDiamond,Flawless Diamond,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_CastorCameo,Cameo Of Castor,Rarity.Legendary
LIT_ValuablesBox_01a,0.1,161.7000000104308,0.0618,ID_Legendary_BloodOfThePenitent,Blood Of The Penitent,Rarity.Legendary
LIT_Uncommon_Weap_Rifles,100.0,200.0,50.0000,ID_Weap_Rifle_Uncommon02,Volant,Rarity.Uncommon
LIT_Uncommon_Weap_Rifles,100.0,200.0,50.0000,ID_Weap_Rifle_Uncommon01,Louisville,Rarity.Uncommon
LIT_Uncommon_Weap_Pistols,100.0,100.0,100.0000,ID_Weap_Pistol_Uncommon01,Auster,Rarity.Uncommon
LIT_TricolourStandard_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_TricolourStandard_Loose,20.0,100.0,20.0000,ID_Rec_C_Louisville_Uncommon01,Wrapped Tricolour - Louisville,Rarity.Uncommon
LIT_TricolourStandard_Loose,10.0,100.0,10.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_TreatyWorkhorse_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_TreatyWorkhorse_Loose,15.0,100.0,15.0000,ID_Rec_C_BrownBetty_Uncommon07,Treaty Workhorse - Brown Betty,Rarity.Uncommon
LIT_TreatyWorkhorse_Loose,15.0,100.0,15.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_Tools_Uncommon,100.0,150.0,66.6667,ID_ArmorPatch_Uncommon,Leather Armour Plate,Rarity.Uncommon
LIT_Tools_Uncommon,50.0,150.0,33.3333,ID_Tools_Uncommon_Repair01,Journeyman Tongs,Rarity.Uncommon
LIT_Tools_Rare,100.0,150.0,66.6667,ID_ArmorPatch_Rare,Ceramic Armour Plate,Rarity.Rare
LIT_Tools_Rare,50.0,150.0,33.3333,ID_Tools_Rare_Repair01,Machinist Tongs,Rarity.Rare
LIT_Tools_Legendary,100.0,150.0,66.6667,ID_ArmorPatch_Legendary,Damascus Armour Plate,Rarity.Legendary
LIT_Tools_Legendary,50.0,150.0,33.3333,ID_Tools_Legendary_Repair01,Clockwork Tongs,Rarity.Legendary
LIT_Tools_Epic,100.0,150.0,66.6667,ID_ArmorPatch_Epic,Steel Armour Plate,Rarity.Epic
LIT_Tools_Epic,50.0,150.0,33.3333,ID_Tools_Epic_Repair01,Delicate Tongs,Rarity.Epic
LIT_Tools_Common,100.0,150.0,66.6667,ID_ArmorPatch_Common,Cloth Armour Plate,
LIT_Tools_Common,50.0,150.0,33.3333,ID_Tools_Common_Repair01,Rusty Tongs,
LIT_Tools_All,40.0,75.20000000298023,53.1915,ID_Tools_Common_Repair01,Rusty Tongs,
LIT_Tools_All,20.0,75.20000000298023,26.5957,ID_Tools_Uncommon_Repair01,Journeyman Tongs,Rarity.Uncommon
LIT_Tools_All,10.0,75.20000000298023,13.2979,ID_Tools_Rare_Repair01,Machinist Tongs,Rarity.Rare
LIT_Tools_All,5.0,75.20000000298023,6.6489,ID_Tools_Epic_Repair01,Delicate Tongs,Rarity.Epic
LIT_Tools_All,0.2,75.20000000298023,0.2660,ID_Tools_Legendary_Repair01,Clockwork Tongs,Rarity.Legendary
LIT_ToolingBin,100.0,895.5,11.1669,ID_Rare_SinewString,Sinew String,Rarity.Rare
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_Whetstone,Whetstone,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_SpindlePulley,Spindle Pulley,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_Saltpetre,Saltpetre,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_PineOil,Pine Oil,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_OldHorsehairBrush,Old Horsehair Brush,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_CoalTar,Coal Tar,
LIT_ToolingBin,100.0,895.5,11.1669,ID_Common_ChippedFlint,Chipped Flint,
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_Pitch,Pitch,Rarity.Uncommon
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_Pewterhead,Pewterhead,Rarity.Uncommon
LIT_ToolingBin,25.0,895.5,2.7917,ID_Uncommon_IntactLeatherGasket,Intact Leather Gasket,Rarity.Uncommon
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_PumiceStone,Pumice Stone,Rarity.Rare
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_Pickaxe,Pickaxe,Rarity.Rare
LIT_ToolingBin,5.0,895.5,0.5583,ID_Rare_IronHoldfast,Iron Holdfast,Rarity.Rare
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_OreSilver,Silver Ore,Rarity.Epic
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_HollandThread,Holland Thread,Rarity.Epic
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_Gunblue,Gunblue,Rarity.Epic
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_FineFile,Fine File,Rarity.Epic
LIT_ToolingBin,1.0,895.5,0.1117,ID_Epic_Ebony,Ebony,Rarity.Epic
LIT_ToolingBin,0.5,895.5,0.0558,ID_Epic_SilverBar,Silver Bar,Rarity.Epic
LIT_TongsRecipe_Common_Loose,80.0,100.0,80.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_TongsRecipe_Common_Loose,20.0,100.0,20.0000,ID_Rec_RepairTong_Common01,Artificer Recipe - Rusty Tongs,Rarity.Uncommon
LIT_Tenebris_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_Tenebris_Loose,15.0,100.0,15.0000,ID_Rec_C_Dagger_Uncommon02,Tenebris - Dagger,Rarity.Uncommon
LIT_Tenebris_Loose,15.0,100.0,15.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_TEST,100.0,540.0,18.5185,ID_Rare_Mortar,Mortar,Rarity.Rare
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Head_Legendary01,Old Guard Helmet,Rarity.Legendary
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Chest_Uncommon01,Leather Cuirass,Rarity.Uncommon
LIT_TEST,100.0,540.0,18.5185,ID_Armor_Chest_Epic01,Black Dragoon Cuirass,Rarity.Epic
LIT_TEST,100.0,540.0,18.5185,ID_Ammunition_01_Crude,Crude Ammunition,
LIT_TEST,40.0,540.0,7.4074,ID_Rec_Weap_Lasher,Gunsmith Recipe - Lasher,Rarity.Legendary
LIT_SweetRumRecipe_Uncommon_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_SweetRumRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Rec_Rum_Uncommon01,Cook Recipe - Sweet Rum,Rarity.Rare
LIT_SweetRumRecipe_Uncommon_Loose,15.0,100.0,15.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_Stove,200.0,581.0,34.4234,ID_Uncommon_Charcoal,Charcoal,Rarity.Uncommon
LIT_Stove,100.0,581.0,17.2117,ID_Uncommon_Rottenstone,Rottenstone,Rarity.Uncommon
LIT_Stove,100.0,581.0,17.2117,ID_Common_AshSolution,Ash Solution,
LIT_Stove,75.0,581.0,12.9088,ID_Common_Sootblack,Sootblack,
LIT_Stove,75.0,581.0,12.9088,ID_Common_BoneChar,Bone Char,
LIT_Stove,25.0,581.0,4.3029,ID_Uncommon_GristleWax,Gristle Wax,Rarity.Uncommon
LIT_Stove,5.0,581.0,0.8606,ID_Common_IronPot,Iron Pot,
LIT_Stove,1.0,581.0,0.1721,ID_Epic_IntactFemur,Intact Femur,Rarity.Epic
LIT_SpicedBreadRecipe_Epic_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_SpicedBreadRecipe_Epic_Loose,25.0,100.0,25.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_SpicedBreadRecipe_Epic_Loose,5.0,100.0,5.0000,ID_Rec_Bread_Uncommon01,Cook Recipe - Fresh Baguette,Rarity.Rare
LIT_SpearRecipe_Rare_Loose,70.0,100.0,70.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_SpearRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Rec_Weap_Spear,Metallurgist Recipe - Spear,Rarity.Epic
LIT_SpearRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_Sindle_Loose,50.0,100.0,50.0000,ID_Rec_C_Dagger_Uncommon01,Sindle - Dagger,Rarity.Uncommon
LIT_Sindle_Loose,49.0,100.0,49.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_Sindle_Loose,1.0,100.0,1.0000,ID_Key_U_Undercroft,Undercroft Key,Rarity.Epic
LIT_Shashka_Loose,45.0,100.0,45.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_Shashka_Loose,20.0,100.0,20.0000,ID_Rec_C_Sabre_Rare01,Shashka - Sabre,Rarity.Rare
LIT_Shashka_Loose,20.0,100.0,20.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_Shashka_Loose,15.0,100.0,15.0000,ID_Money_Gold,Gold Coin,Rarity.Epic
LIT_Shambler_01,100.0,100.1100000012666,99.8901,ID_Trophy_Shambler,Shambler Hand,Rarity.Rare
LIT_Shambler_01,0.1,100.1100000012666,0.0999,ID_Lore_Rare_Note05_U,Examinations of the Shambler,Rarity.Rare
LIT_Shambler_01,0.01,100.1100000012666,0.0100,ID_Rec_C_Dagger_Uncommon02,Tenebris - Dagger,Rarity.Uncommon
LIT_Schlag_Loose,67.5,100.0,67.5000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_Schlag_Loose,22.5,100.0,22.5000,ID_Rec_C_ShortSword_Uncommon01,Schlag - Short Sword,Rarity.Uncommon
LIT_Schlag_Loose,10.0,100.0,10.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_RumRecipe_Rare_Loose,75.0,100.0,75.0000,ID_Money_Copper,Copper Coin,Rarity.Uncommon
LIT_RumRecipe_Rare_Loose,15.0,100.0,15.0000,ID_Money_Silver,Silver Coin,Rarity.Rare
LIT_RumRecipe_Rare_Loose,10.0,100.0,10.0000,ID_Rec_Rum_Rare01,Cook Recipe - Rum of the Indies,Rarity.Epic
LIT_Rifles_All,100.0,164.30000000447035,60.8643,ID_Weap_Rifle_Common01,Brown Betty,
LIT_Rifles_All,25.0,164.30000000447035,15.2161,ID_Weap_Rifle_Uncommon02,Volant,Rarity.Uncommon
LIT_Rifles_All,25.0,164.30000000447035,15.2161,ID_Weap_Rifle_Uncommon01,Louisville,Rarity.Uncommon
LIT_Rifles_All,5.0,164.30000000447035,3.0432,ID_Weap_Rifle_Rare02,Kompas,Rarity.Rare
LIT_Rifles_All,5.0,164.30000000447035,3.0432,ID_Weap_Rifle_Rare01,Vepr,Rarity.Rare
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic04,Swan,Rarity.Epic
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic03,Voir,Rarity.Epic
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic02,Lasher,Rarity.Epic
LIT_Rifles_All,1.0,164.30000000447035,0.6086,ID_Weap_Rifle_Epic01,Lionne,Rarity.Epic
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary03,Belier,Rarity.Legendary
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary02,Drak,Rarity.Legendary
LIT_Rifles_All,0.1,164.30000000447035,0.0609,ID_Weap_Rifle_Legendary01,Jager,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_Longboy,Gunsmith Recipe - Longboy,Rarity.Uncommon
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_Club,Metallurgist Recipe - Club,Rarity.Uncommon
LIT_Recipes_WeaponsAmmo,100.0,444.5000000074506,22.4972,ID_Rec_Weap_BrownBetty,Gunsmith Recipe - Brown Betty,Rarity.Uncommon
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Volant,Gunsmith Recipe - Volant,Rarity.Rare
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Mace,Metallurgist Recipe - Mace,Rarity.Rare
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Louisville,Gunsmith Recipe - Louisville,Rarity.Rare
LIT_Recipes_WeaponsAmmo,25.0,444.5000000074506,5.6243,ID_Rec_Weap_Longsword,Metallurgist Recipe - Longsword,Rarity.Rare
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Vepr,Gunsmith Recipe - Vepr,Rarity.Epic
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Spear,Metallurgist Recipe - Spear,Rarity.Epic
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Kompas,Gunsmith Recipe - Kompas,Rarity.Epic
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Cavalier,Gunsmith Recipe - Cavalier,Rarity.Epic
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Weap_Axe,Metallurgist Recipe - Axe,Rarity.Epic
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Ammo_Refined,Gunsmith Recipe - Refined Ammunition,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,5.0,444.5000000074506,1.1249,ID_Rec_Ammo_Heavy,Gunsmith Recipe - Heavy Ammunition,Rarity.Epic
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Waraxe,Metallurgist Recipe - WarAxe,Rarity.Epic
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Voir,Gunsmith Recipe - Voir,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Swan,Gunsmith Recipe - Swan,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Morgan,Gunsmith Recipe - Morgan,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Lionne,Gunsmith Recipe - Lionne,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Lasher,Gunsmith Recipe - Lasher,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Halberd,Metallurgist Recipe - Halberd,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Weap_Borodino,Gunsmith Recipe - Borodino,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,1.0,444.5000000074506,0.2250,ID_Rec_Ammo_Exotic,Gunsmith Recipe - Exotic Ammunition,Rarity.Legendary
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Volcan,Gunsmith Recipe - Volcan,Rarity.Artifact
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Volcan,Gunsmith Recipe - Volcan,Rarity.Artifact
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Jager,Gunsmith Recipe - Jager,Rarity.Artifact
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Drak,Gunsmith Recipe - Drak,Rarity.Artifact
LIT_Recipes_WeaponsAmmo,0.1,444.5000000074506,0.0225,ID_Rec_Weap_Belier,Gunsmith Recipe - Belier,Rarity.Artifact
LIT_Recipes_ToolsAll,100.0,131.20000000298023,76.2195,ID_Rec_RepairTong_Common01,Artificer Recipe - Rusty Tongs,Rarity.Uncommon
LIT_Recipes_ToolsAll,25.0,131.20000000298023,19.0549,ID_Rec_RepairTong_Uncommon01,Artificer Recipe - Journeyman Tongs,Rarity.Rare
LIT_Recipes_ToolsAll,5.0,131.20000000298023,3.8110,ID_Rec_RepairTong_Rare01,Artificer Recipe - Machinist Tongs,Rarity.Epic
LIT_Recipes_ToolsAll,1.0,131.20000000298023,0.7622,ID_Rec_RepairTong_Epic01,Artificer Recipe - Delicate Tongs,Rarity.Legendary
LIT_Recipes_ToolsAll,0.1,131.20000000298023,0.0762,ID_Rec_RepairTong_Legendary01,Artificer Recipe - Clockwork Tongs,Rarity.Artifact
LIT_Recipes_ToolsAll,0.1,131.20000000298023,0.0762,ID_Rec_ArmourPlate_Legendary01,Artificer Recipe - Damascus Armour Plate,Rarity.Artifact
LIT_Recipes_MedsAll,100.0,131.20000000298023,76.2195,ID_Rec_Bloodbag_Common01,Physician Recipe - Crude Bloodbag,Rarity.Uncommon
LIT_Recipes_MedsAll,25.0,131.20000000298023,19.0549,ID_Rec_Bloodbag_Uncommon01,Physician Recipe - Sealed Bloodbag,Rarity.Rare
LIT_Recipes_MedsAll,5.0,131.20000000298023,3.8110,ID_Rec_Bloodbag_Rare01,Physician Recipe - Pressurised Bloodbag,Rarity.Epic
