TableName,Weight,WeightSum,WeightPercent,ObjectName,DisplayName,LootSource
DA_AISpawner_Undercroft01,5.0,130.0,3.8462,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Tutorial_Shambler,1.0,1.0,100.0000,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Tutorial_Dreg,25.0,110.0,22.7273,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Tutorial_Dreg,25.0,110.0,22.7273,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Tutorial_Dreg,25.0,110.0,22.7273,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Tutorial_Dreg,15.0,110.0,13.6364,BP_Dreg_Peasant_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Tutorial_Dreg,15.0,110.0,13.6364,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Tutorial_Dreg,5.0,110.0,4.5455,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_Tutorial_Bloat,1.0,1.0,100.0000,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Swamp,65.0,137.0,47.4453,Nothing,,
DA_AISpawner_Swamp,15.0,137.0,10.9489,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_Swamp,15.0,137.0,10.9489,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Swamp,15.0,137.0,10.9489,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Swamp,7.5,137.0,5.4745,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Swamp,3.5,137.0,2.5547,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Swamp,3.5,137.0,2.5547,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Swamp,3.5,137.0,2.5547,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Swamp,3.0,137.0,2.1898,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Swamp,3.0,137.0,2.1898,BP_Waif_Parent_C,Waif,Hunger_Waif
DA_AISpawner_Swamp,3.0,137.0,2.1898,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_Shambler,30.0,90.0,33.3333,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Shambler,30.0,90.0,33.3333,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Shambler,30.0,90.0,33.3333,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_RareFarmer,95.0,100.0,95.0000,Nothing,,
DA_AISpawner_RareFarmer,5.0,100.0,5.0000,BP_Dreg_UniqueFarmer_C,Dreg,Hunger_DregFarmerUnique
DA_AISpawner_Prison,50.0,110.0,45.4545,Nothing,,
DA_AISpawner_Prison,20.0,110.0,18.1818,BP_Dreg_Parent_C,Dreg,Hunger_Dreg
DA_AISpawner_Prison,15.0,110.0,13.6364,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_Prison,8.0,110.0,7.2727,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_Prison,5.0,110.0,4.5455,BP_Waif_Parent_C,Waif,Hunger_Waif
DA_AISpawner_Prison,4.0,110.0,3.6364,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Prison,4.0,110.0,3.6364,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Prison,4.0,110.0,3.6364,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Peasants,65.0,134.0,48.5075,Nothing,,
DA_AISpawner_Peasants,15.0,134.0,11.1940,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_Peasants,15.0,134.0,11.1940,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Peasants,15.0,134.0,11.1940,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Peasants,7.5,134.0,5.5970,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Peasants,3.5,134.0,2.6119,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Peasants,3.5,134.0,2.6119,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Peasants,3.5,134.0,2.6119,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Peasants,3.0,134.0,2.2388,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Peasants,3.0,134.0,2.2388,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_Mobs_Rare,250.0,314.0,79.6178,Nothing,,
DA_AISpawner_Mobs_Rare,20.0,314.0,6.3694,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs_Rare,20.0,314.0,6.3694,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs_Rare,12.0,314.0,3.8217,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Mobs_Rare,4.0,314.0,1.2739,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs_Rare,4.0,314.0,1.2739,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs_Rare,4.0,314.0,1.2739,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs_M03,60.0,130.0,46.1538,Nothing,,
DA_AISpawner_Mobs_M03,20.0,130.0,15.3846,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs_M03,20.0,130.0,15.3846,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs_M03,15.0,130.0,11.5385,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Mobs_M03,5.0,130.0,3.8462,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs_M03,5.0,130.0,3.8462,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs_M03,5.0,130.0,3.8462,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs,60.0,130.0,46.1538,Nothing,,
DA_AISpawner_Mobs,20.0,130.0,15.3846,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs,20.0,130.0,15.3846,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Mobs,15.0,130.0,11.5385,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Mobs,5.0,130.0,3.8462,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs,5.0,130.0,3.8462,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Mobs,5.0,130.0,3.8462,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_MinibossTEST,100.0,200.0,50.0000,BP_Brute_Elite_01a_C,Pitchskin,Hunger_Brute_Elite
DA_AISpawner_MinibossTEST,100.0,200.0,50.0000,BP_Biter_Elite_01a_C,Pale Lady,Hunger_Biter_Elite
DA_AISpawner_Miniboss,49.0,100.0,49.0000,BP_Brute_Parent_C,Brute,Hunger_Brute
DA_AISpawner_Miniboss,49.0,100.0,49.0000,BP_Biter_Parent_C,Drooler,Hunger_Biter
DA_AISpawner_Miniboss,1.0,100.0,1.0000,BP_Brute_Elite_01a_C,Pitchskin,Hunger_Brute_Elite
DA_AISpawner_Miniboss,1.0,100.0,1.0000,BP_Biter_Elite_01a_C,Pale Lady,Hunger_Biter_Elite
DA_AISpawner_MilitaryInfirmary,65.0,335.0,19.4030,Nothing,,
DA_AISpawner_MilitaryInfirmary,40.0,335.0,11.9403,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryInfirmary,40.0,335.0,11.9403,BP_Dreg_Grenadier_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryInfirmary,30.0,335.0,8.9552,BP_Dreg_Peasant_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryInfirmary,30.0,335.0,8.9552,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryInfirmary,25.0,335.0,7.4627,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_MilitaryInfirmary,25.0,335.0,7.4627,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_MilitaryInfirmary,25.0,335.0,7.4627,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_MilitaryInfirmary,20.0,335.0,5.9701,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryInfirmary,10.0,335.0,2.9851,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_MilitaryInfirmary,10.0,335.0,2.9851,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_MilitaryInfirmary,10.0,335.0,2.9851,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_MilitaryInfirmary,5.0,335.0,1.4925,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_MilitaryDregs,50.0,100.0,50.0000,Nothing,,
DA_AISpawner_MilitaryDregs,40.0,100.0,40.0000,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_MilitaryDregs,10.0,100.0,10.0000,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Military,65.0,195.0,33.3333,Nothing,,
DA_AISpawner_Military,40.0,195.0,20.5128,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Military,40.0,195.0,20.5128,BP_Dreg_Grenadier_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Military,20.0,195.0,10.2564,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Military,15.0,195.0,7.6923,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Military,5.0,195.0,2.5641,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Military,5.0,195.0,2.5641,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Military,5.0,195.0,2.5641,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Lumber_Rare,4.0,11.0,36.3636,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Lumber_Rare,4.0,11.0,36.3636,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Lumber_Rare,1.0,11.0,9.0909,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Lumber_Rare,1.0,11.0,9.0909,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Lumber_Rare,1.0,11.0,9.0909,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Infirmary,65.0,240.0,27.0833,Nothing,,
DA_AISpawner_Infirmary,40.0,240.0,16.6667,BP_Dreg_Peasant_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Infirmary,40.0,240.0,16.6667,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Infirmary,20.0,240.0,8.3333,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Infirmary,20.0,240.0,8.3333,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Infirmary,20.0,240.0,8.3333,BP_Dreg_Grenadier_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Infirmary,15.0,240.0,6.2500,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Infirmary,5.0,240.0,2.0833,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Infirmary,5.0,240.0,2.0833,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Infirmary,5.0,240.0,2.0833,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Infirmary,5.0,240.0,2.0833,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_HighClassCivilian,50.0,95.0,52.6316,Nothing,,
DA_AISpawner_HighClassCivilian,22.0,95.0,23.1579,BP_Dreg_Noble_01b_C,Dreg,HighClassCiv_Small
DA_AISpawner_HighClassCivilian,22.0,95.0,23.1579,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_HighClassCivilian,1.0,95.0,1.0526,BP_Dreg_Noble_01c_C,Dreg,MedicalPhysicianDreg
DA_AISpawner_Dregs,80.0,190.0,42.1053,Nothing,,
DA_AISpawner_Dregs,25.0,190.0,13.1579,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Dregs,25.0,190.0,13.1579,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Dregs,25.0,190.0,13.1579,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Dregs,15.0,190.0,7.8947,BP_Dreg_Peasant_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Dregs,15.0,190.0,7.8947,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_Dregs,5.0,190.0,2.6316,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_DregPhysician,90.0,100.0,90.0000,Nothing,,
DA_AISpawner_DregPhysician,10.0,100.0,10.0000,BP_Dreg_Noble_01c_C,Dreg,MedicalPhysicianDreg
DA_AISpawner_DregHorde,100.0,231.0,43.2900,Nothing,,
DA_AISpawner_DregHorde,25.0,231.0,10.8225,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,25.0,231.0,10.8225,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,25.0,231.0,10.8225,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,15.0,231.0,6.4935,BP_Dreg_Peasant_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,15.0,231.0,6.4935,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,15.0,231.0,6.4935,BP_Dreg_Grenadier_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_DregHorde,5.0,231.0,2.1645,BP_Dreg_Noble_01b_C,Dreg,HighClassCiv_Small
DA_AISpawner_DregHorde,5.0,231.0,2.1645,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_DregHorde,1.0,231.0,0.4329,BP_Dreg_Noble_01c_C,Dreg,MedicalPhysicianDreg
DA_AISpawner_DirigibleQuest,15.0,58.5,25.6410,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_DirigibleQuest,15.0,58.5,25.6410,BP_Dreg_Military_01b_C,Dreg,Hunger_Dreg
DA_AISpawner_DirigibleQuest,15.0,58.5,25.6410,BP_Dreg_Military_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_DirigibleQuest,3.5,58.5,5.9829,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_DirigibleQuest,3.5,58.5,5.9829,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_DirigibleQuest,3.5,58.5,5.9829,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_DirigibleQuest,3.0,58.5,5.1282,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Civilian_NoBloat,65.0,169.0,38.4615,Nothing,,
DA_AISpawner_Civilian_NoBloat,20.0,169.0,11.8343,BP_Dreg_Noble_01b_C,Dreg,HighClassCiv_Small
DA_AISpawner_Civilian_NoBloat,20.0,169.0,11.8343,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_Civilian_NoBloat,15.0,169.0,8.8757,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Civilian_NoBloat,15.0,169.0,8.8757,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Civilian_NoBloat,7.5,169.0,4.4379,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Civilian_NoBloat,7.5,169.0,4.4379,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_Civilian_NoBloat,7.5,169.0,4.4379,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_Civilian_NoBloat,3.5,169.0,2.0710,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian_NoBloat,3.5,169.0,2.0710,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian_NoBloat,3.5,169.0,2.0710,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian_NoBloat,1.0,169.0,0.5917,BP_Dreg_Noble_01c_C,Dreg,MedicalPhysicianDreg
DA_AISpawner_Civilian,65.0,176.5,36.8272,Nothing,,
DA_AISpawner_Civilian,20.0,176.5,11.3314,BP_Dreg_Noble_01b_C,Dreg,HighClassCiv_Small
DA_AISpawner_Civilian,20.0,176.5,11.3314,BP_Dreg_Noble_01a_C,Dreg,HighClassCiv_Small
DA_AISpawner_Civilian,15.0,176.5,8.4986,BP_Dreg_Peasant_02a_C,Dreg,Hunger_Dreg
DA_AISpawner_Civilian,15.0,176.5,8.4986,BP_Dreg_Peasant_01a_C,Dreg,Hunger_Dreg
DA_AISpawner_Civilian,7.5,176.5,4.2493,BP_Waif_Peasant_01b_C,Waif,Hunger_Waif
DA_AISpawner_Civilian,7.5,176.5,4.2493,BP_Waif_Peasant_01a_C,Waif,Hunger_Waif
DA_AISpawner_Civilian,7.5,176.5,4.2493,BP_Waif_Noble_01a_C,Waif,Hunger_Waif
DA_AISpawner_Civilian,7.5,176.5,4.2493,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
DA_AISpawner_Civilian,3.5,176.5,1.9830,BP_Shambler_03a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian,3.5,176.5,1.9830,BP_Shambler_02a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian,3.5,176.5,1.9830,BP_Shambler_01a_C,Shambler,Hunger_Shambler
DA_AISpawner_Civilian,1.0,176.5,0.5666,BP_Dreg_Noble_01c_C,Dreg,MedicalPhysicianDreg
DA_AISpawner_Brute,98.0,100.0,98.0000,BP_Brute_Parent_C,Brute,Hunger_Brute
DA_AISpawner_Brute,2.0,100.0,2.0000,BP_Brute_Elite_01a_C,Pitchskin,Hunger_Brute_Elite
DA_AISpawner_Boss_M01_01a,100.0,100.0,100.0000,BP_Brute_Parent_C,Brute,Hunger_Brute
DA_AISpawner_Bloats,50.0,100.0,50.0000,Nothing,,
DA_AISpawner_Bloats,50.0,100.0,50.0000,BP_Bloat_Parent_C,Bloat,Hunger_Bloat
