Type,ObjectName,StaticMeshName,X,Y,Z,SpawnChance
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_1bbf401e8bea8925_1918152496',,-200.72662,1883.4917,11032.505,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_1bbf401e8bea8925_1918152496',,-159.98021,1824.7413,12262.756,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_1bbf401e8bea8925_1918152496',,-130.6728,1936.1514,12271.756,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_1bbf401e8bea8925_1918152496',,-129.6071,2161.65,11357.99,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_1bbf401e8bea8925_1918152496',,-95.23429,2436.8945,12284.447,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-25006.113,20356.61,-6812.8135,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24711.613,20288.045,-6818.256,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24709.322,20767.977,-6825.506,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24646.016,20525.547,-7692.917,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24644.11,20528.271,-7739.2715,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24577.14,20525.477,-9131.634,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24540.203,20673.33,-8064.756,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24527.473,20743.684,-6834.506,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24463.297,20238.785,-8033.8105,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24337.262,20481.064,-8065.3623,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24274.363,20140.697,-7637.782,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24224.785,20579.014,-7621.508,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24212.18,20830.846,-8038.255,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24209.576,20771.604,-8057.571,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24207.898,20527.188,-6577.086,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24207.889,20509.912,-8067.719,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24205.79,20522.668,-7127.117,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24204.87,20525.781,-10970.756,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24203.387,20524.885,-10070.451,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24200.87,20131.502,-7211.722,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24200.87,20910.74,-7201.8936,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24197.748,20498.55,-7298.7476,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24197.273,20516.63,-6757.862,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24196.008,20515.477,-6044.3643,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24195.014,20503.734,-7676.612,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24190.262,20524.678,-6849.048,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24051.479,20743.684,-6834.506,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-24003.621,20814.252,-8057.8213,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-23835.963,20824.213,-8034.765,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-23785.086,20178.443,-7706.6826,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-23760.092,20872.736,-7694.335,
InstancedStaticMeshComponent,BPP_Gatehouse_Hub_02a_C'Chateau_p_WP:PersistentLevel.BPP_Gatehouse_Hub_02a_C_UAID_D843AE641AE3B74402_7d23cfdc95da46c1_1918152496',,-23570.756,20743.684,-6834.506,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-2067.044,-4659.518,11066.301,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-2044.0641,-4757.8223,11144.742,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-2037.0955,-4792.716,11146.632,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-2030.8097,-4778.784,11146.084,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-2030.7825,-4786.348,11143.802,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1997.0724,-4806.7227,11148.784,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1996.0676,-4718.079,11028.677,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1987.3013,-4758.5034,11029.344,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1982.363,-4815.9795,11143.076,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1962.3135,-4652.4863,11211.99,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1961.5309,-4648.3774,11173.822,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1954.0636,-4840.846,11194.178,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1953.9917,-4841.5625,11196.519,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1951.6187,-4684.3926,11096.456,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1945.7366,-4682.161,11054.072,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1941.3356,-4822.0957,11137.718,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1939.4088,-4818.9917,11134.159,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1939.4044,-4819.2363,11137.672,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1937.8535,-4816.0996,11048.131,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1927.7266,-4715.0454,11027.536,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1923.0137,-4782.697,11165.472,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1921.2941,-4760.4023,11156.424,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1914.0554,-4781.084,11112.655,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1911.5836,-4778.181,11161.637,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1907.3883,-4766.8296,11177.894,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1901.4768,-4696.1616,11058.382,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1894.1404,-4874.5283,11152.289,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1893.1475,-4697.3564,11164.688,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1891.7236,-4812.909,11162.247,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1872.8881,-4887.7065,11149.48,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1835.0287,-4735.6465,11209.23,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1820.2085,-4829.179,11159.337,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1816.7465,-4778.031,11028.034,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1790.7308,-4769.201,11052.457,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1776.6095,-4774.786,11213.841,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02a_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02a_C_UAID_D843AE641AE3C54402_a1fa1ce3d036da04_1663167018',,-1749.4176,-4813.85,11054.275,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02b_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02b_C_UAID_D843AE641AE3C54402_bcb2f72933d94da3_1761338198',,-2255.7886,-3848.068,11029.344,
InstancedStaticMeshComponent,BPP_MarketStallWoodStructure_02b_C'Chateau_p_WP:PersistentLevel.BPP_MarketStallWoodStructure_02b_C_UAID_D843AE641AE3C54402_bcb2f72933d94da3_1761338198',,-2247.135,-3915.3215,11118.645,
